t,n,e
62.832,-0.018,0.010
63.040,-0.020,0.014
63.240,-0.020,0.019
63.448,-0.019,0.023
63.648,-0.019,0.026
63.856,-0.019,0.028
64.060,-0.019,0.029
64.264,-0.019,0.030
64.464,-0.021,0.030
64.664,-0.024,0.030
64.864,-0.025,0.029
65.072,-0.028,0.027
65.272,-0.032,0.023
65.484,-0.037,0.020
65.688,-0.040,0.017
65.888,-0.040,0.017
66.096,-0.036,0.017
66.296,-0.032,0.018
66.504,-0.027,0.018
66.712,-0.020,0.015
66.912,-0.017,0.010
67.120,-0.017,0.005
67.328,-0.018,0.004
67.528,-0.019,0.004
67.736,-0.019,0.003
67.936,-0.018,0.001
68.144,-0.015,-0.003
68.352,-0.011,-0.008
68.552,-0.009,-0.011
68.760,-0.011,-0.011
68.968,-0.016,-0.010
69.168,-0.018,-0.008
69.376,-0.018,-0.007
69.584,-0.018,-0.006
69.784,-0.017,-0.007
69.992,-0.014,-0.008
70.200,-0.012,-0.008
70.400,-0.010,-0.006
70.608,-0.008,-0.007
70.808,-0.005,-0.008
71.016,-0.002,-0.009
71.224,-0.005,-0.010
71.424,-0.006,-0.010
71.632,-0.007,-0.009
71.840,-0.007,-0.007
72.040,-0.007,-0.004
72.248,-0.007,-0.000
72.456,-0.006,0.001
72.656,-0.006,0.001
72.864,-0.008,-0.001
73.072,-0.011,-0.003
73.272,-0.015,-0.005
73.480,-0.018,-0.007
73.680,-0.022,-0.008
73.888,-0.028,-0.008
74.096,-0.031,-0.007
74.296,-0.033,-0.007
74.504,-0.034,-0.007
74.712,-0.034,-0.009
74.912,-0.035,-0.011
75.120,-0.033,-0.012
75.328,-0.031,-0.010
75.528,-0.030,-0.008
75.736,-0.028,-0.006
75.936,-0.027,-0.007
76.144,-0.027,-0.008
76.352,-0.028,-0.010
76.552,-0.031,-0.010
76.760,-0.034,-0.006
76.964,-0.038,-0.002
77.164,-0.045,0.003
77.364,-0.050,0.004
77.572,-0.054,0.002
77.772,-0.055,-0.001
77.980,-0.057,-0.007
78.180,-0.058,-0.014
78.388,-0.057,-0.021
78.596,-0.056,-0.029
78.796,-0.054,-0.035
79.004,-0.049,-0.040
79.212,-0.044,-0.043
79.412,-0.041,-0.043
79.620,-0.036,-0.041
79.828,-0.027,-0.039
80.028,-0.018,-0.036
80.236,-0.011,-0.034
80.436,-0.007,-0.031
80.644,-0.003,-0.028
80.852,-0.000,-0.027
81.052,0.003,-0.026
81.260,0.007,-0.022
81.468,0.010,-0.020
81.668,0.015,-0.019
81.876,0.020,-0.019
82.080,0.023,-0.021
82.284,0.028,-0.025
82.492,0.031,-0.028
82.700,0.036,-0.031
82.900,0.039,-0.030
83.108,0.036,-0.023
83.308,0.024,-0.008
83.516,0.008,0.010
83.724,-0.009,0.024
83.924,-0.023,0.028
84.132,-0.030,0.019
84.340,-0.027,-0.002
84.540,-0.016,-0.020
84.748,-0.003,-0.029
84.956,0.007,-0.030
85.156,0.011,-0.029
85.364,0.011,-0.030
85.572,0.007,-0.031
85.772,0.003,-0.032
85.980,0.003,-0.029
86.180,0.008,-0.023
86.388,0.016,-0.015
86.596,0.026,-0.009
86.796,0.037,-0.008
87.004,0.046,-0.008
87.212,0.049,-0.008
87.412,0.047,-0.009
87.620,0.044,-0.010
87.828,0.044,-0.012
88.028,0.046,-0.013
88.236,0.049,-0.016
88.436,0.052,-0.018
88.652,0.052,-0.019
88.856,0.048,-0.019
89.056,0.046,-0.018
89.256,0.046,-0.016
89.460,0.046,-0.009
89.660,0.044,0.004
89.860,0.043,0.015
90.060,0.042,0.022
90.260,0.041,0.027
90.468,0.040,0.029
90.668,0.037,0.029
90.876,0.030,0.027
91.084,0.023,0.027
91.284,0.015,0.028
91.492,0.009,0.030
91.700,0.007,0.030
91.900,0.009,0.027
92.108,0.013,0.020
92.308,0.014,0.012
92.516,0.011,0.006
92.724,0.005,0.003
92.924,0.002,0.002
93.132,0.004,0.000
93.340,0.009,-0.002
93.540,0.013,-0.006
93.748,0.015,-0.011
93.956,0.011,-0.016
94.156,0.006,-0.021
94.364,0.000,-0.026
94.572,-0.005,-0.026
94.772,-0.004,-0.026
94.980,0.002,-0.026
95.180,0.010,-0.028
95.388,0.020,-0.032
95.596,0.028,-0.035
95.796,0.033,-0.035
96.004,0.036,-0.033
96.212,0.039,-0.031
96.412,0.043,-0.033
96.620,0.046,-0.040
96.828,0.048,-0.050
97.028,0.048,-0.052
97.236,0.046,-0.046
97.436,0.043,-0.036
97.644,0.043,-0.028
97.852,0.046,-0.025
98.052,0.050,-0.029
98.260,0.054,-0.038
98.468,0.054,-0.042
98.668,0.050,-0.037
98.876,0.044,-0.028
99.084,0.039,-0.021
99.284,0.035,-0.020
99.492,0.030,-0.021
99.700,0.028,-0.024
99.900,0.028,-0.024
100.108,0.032,-0.018
100.308,0.036,-0.010
100.516,0.041,-0.006
100.724,0.046,-0.009
100.924,0.049,-0.017
101.132,0.049,-0.024
101.340,0.045,-0.026
101.540,0.036,-0.023
101.748,0.026,-0.019
101.956,0.019,-0.015
102.156,0.017,-0.016
102.364,0.019,-0.022
102.572,0.023,-0.029
102.772,0.028,-0.032
102.980,0.033,-0.031
103.180,0.033,-0.028
103.388,0.027,-0.026
103.596,0.018,-0.029
103.796,0.009,-0.035
104.004,0.004,-0.041
104.212,0.006,-0.041
104.412,0.012,-0.036
104.620,0.019,-0.030
104.828,0.025,-0.022
105.028,0.029,-0.018
105.236,0.031,-0.019
105.436,0.032,-0.024
105.644,0.034,-0.029
105.852,0.034,-0.033
106.052,0.032,-0.033
106.260,0.029,-0.031
106.468,0.024,-0.027
106.668,0.018,-0.023
106.876,0.015,-0.022
107.084,0.016,-0.023
107.284,0.021,-0.025
107.492,0.026,-0.030
107.700,0.022,-0.034
107.900,0.012,-0.035
108.108,-0.002,-0.033
108.308,-0.011,-0.029
108.516,-0.014,-0.022
108.724,-0.011,-0.013
108.924,-0.004,-0.002
109.132,0.003,0.008
109.340,0.007,0.012
109.540,0.005,0.013
109.748,-0.002,0.011
109.956,-0.011,0.006
110.156,-0.017,0.002
110.364,-0.018,-0.002
110.572,-0.016,-0.003
110.772,-0.009,0.004
110.980,-0.001,0.017
111.180,0.011,0.031
111.388,0.027,0.044
111.596,0.039,0.058
111.796,0.041,0.071
112.004,0.036,0.083
112.212,0.030,0.087
112.412,0.024,0.086
112.620,0.021,0.081
112.828,0.024,0.073
113.028,0.032,0.066
113.236,0.039,0.057
113.436,0.041,0.049
113.644,0.038,0.042
113.852,0.031,0.035
114.052,0.025,0.026
114.260,0.022,0.017
114.468,0.022,0.009
114.668,0.026,0.004
114.876,0.030,0.002
115.084,0.036,-0.001
115.284,0.043,-0.006
115.492,0.050,-0.017
115.700,0.055,-0.030
115.900,0.057,-0.040
116.108,0.058,-0.045
116.308,0.058,-0.045
116.516,0.063,-0.042
116.724,0.067,-0.040
116.924,0.070,-0.038
117.132,0.071,-0.036
117.340,0.071,-0.033
117.540,0.069,-0.034
117.748,0.066,-0.039
117.956,0.063,-0.046
118.156,0.058,-0.055
118.364,0.050,-0.064
118.572,0.041,-0.071
118.772,0.031,-0.076
118.980,0.022,-0.080
119.180,0.016,-0.083
119.388,0.012,-0.087
119.596,0.011,-0.090
119.796,0.010,-0.094
120.004,0.007,-0.098
120.212,0.003,-0.099
120.412,0.001,-0.099
120.620,-0.001,-0.097
120.828,-0.004,-0.092
121.028,-0.010,-0.086
121.236,-0.018,-0.082
121.436,-0.024,-0.080
121.644,-0.029,-0.080
121.852,-0.032,-0.081
122.052,-0.034,-0.083
122.260,-0.038,-0.084
122.468,-0.046,-0.083
122.668,-0.056,-0.082
122.876,-0.066,-0.082
123.084,-0.079,-0.086
123.284,-0.094,-0.090
123.492,-0.108,-0.091
123.700,-0.119,-0.090
123.900,-0.127,-0.091
124.108,-0.134,-0.095
124.308,-0.136,-0.098
124.516,-0.120,-0.100
124.724,-0.062,-0.098
124.924,0.066,-0.090
125.132,0.312,-0.079
125.340,0.723,-0.063
125.540,1.326,-0.047
125.748,2.229,-0.029
125.956,3.483,-0.012
126.156,5.089,0.008
126.364,7.253,0.034
126.572,10.013,0.075
126.772,13.208,0.129
126.980,16.917,0.187
127.180,20.663,0.223
127.388,24.552,0.234
127.596,28.288,0.228
127.796,31.696,0.212
128.004,35.075,0.192
128.204,38.200,0.175
128.412,41.351,0.157
128.620,44.427,0.140
128.828,47.458,0.126
129.036,50.465,0.118
129.244,53.468,0.115
129.452,56.484,0.115
129.660,59.530,0.118
129.860,62.495,0.124
130.068,65.626,0.129
130.276,68.807,0.134
130.484,72.035,0.139
130.692,75.300,0.142
130.900,78.588,0.146
131.108,81.888,0.148
131.316,85.186,0.149
131.524,88.467,0.149
131.732,91.723,0.146
131.940,94.945,0.140
132.148,98.132,0.134
132.348,101.166,0.128
132.556,104.292,0.123
132.764,107.397,0.118
132.972,110.486,0.115
133.180,113.566,0.115
133.388,116.640,0.117
133.596,119.714,0.119
133.804,122.791,0.122
134.012,125.869,0.124
134.220,128.949,0.129
134.428,132.029,0.135
134.636,135.108,0.140
134.836,138.065,0.147
135.044,141.131,0.161
135.252,144.188,0.197
135.460,147.229,0.277
135.668,150.255,0.428
135.876,153.267,0.682
136.084,156.262,1.065
136.292,159.236,1.600
136.500,162.181,2.299
136.708,165.093,3.169
136.916,167.968,4.215
137.116,170.693,5.389
137.324,173.482,6.786
137.532,176.216,8.368
137.740,178.881,10.145
137.948,181.451,12.132
138.156,183.904,14.336
138.368,186.215,16.755
138.572,188.360,19.391
138.780,190.307,22.233
138.988,192.029,25.261
139.196,193.501,28.447
139.404,194.707,31.748
139.604,195.620,34.987
139.812,196.339,38.369
140.020,196.870,41.714
140.228,197.267,44.986
140.436,197.582,48.160
140.644,197.858,51.229
140.852,198.123,54.197
141.060,198.394,57.082
141.268,198.667,59.905
141.476,198.932,62.689
141.684,199.175,65.453
141.892,199.393,68.213
142.092,199.565,70.877
142.300,199.699,73.672
142.508,199.781,76.505
142.716,199.810,79.382
142.920,199.792,82.188
143.120,199.742,85.032
143.328,199.667,88.027
143.536,199.586,91.053
143.744,199.511,94.100
143.952,199.451,97.155
144.160,199.408,100.208
144.364,199.383,103.306
144.572,199.372,106.325
144.780,199.373,109.319
144.988,199.383,112.279
145.196,199.395,115.202
145.404,199.405,118.090
145.604,199.413,120.837
145.812,199.418,123.666
146.020,199.413,126.470
146.228,199.402,129.258
146.436,199.386,132.034
146.644,199.367,134.807
146.852,199.345,137.583
147.060,199.325,140.368
147.268,199.309,143.164
147.476,199.296,145.975
147.684,199.292,148.803
147.892,199.295,151.646
148.092,199.305,154.394
148.300,199.322,157.266
148.508,199.346,160.148
148.716,199.373,163.037
148.924,199.403,165.929
149.132,199.437,168.819
149.340,199.471,171.706
149.548,199.503,174.585
149.756,199.531,177.456
149.964,199.556,180.316
150.172,199.577,183.166
150.372,199.594,185.896
150.580,199.609,188.726
150.788,199.623,191.544
150.996,199.638,194.365
151.204,199.658,197.157
151.412,199.684,199.861
151.620,199.715,202.493
151.828,199.748,205.066
152.036,199.779,207.579
152.244,199.802,210.023
152.452,199.816,212.387
152.660,199.827,214.662
152.860,199.838,216.761
153.068,199.848,218.849
153.276,199.855,220.839
153.484,199.861,222.740
153.692,199.872,224.552
153.900,199.884,226.273
154.108,199.890,227.907
154.316,199.890,229.464
154.524,199.886,230.951
154.732,199.876,232.369
154.940,199.863,233.725
155.148,199.848,235.021
155.348,199.833,236.210
155.556,199.817,237.386
155.764,199.798,238.502
155.972,199.776,239.562
156.180,199.753,240.628
156.388,199.735,241.558
156.596,199.717,242.221
156.804,199.696,242.427
157.012,199.671,242.132
157.220,199.646,241.365
157.428,199.622,240.192
157.636,199.605,238.735
157.836,199.606,237.188
158.044,199.629,235.645
158.252,199.664,234.301
158.460,199.700,233.149
158.668,199.731,232.138
158.876,199.752,231.216
159.084,199.765,230.346
159.292,199.774,229.515
159.500,199.787,228.695
159.708,199.806,227.813
159.916,199.830,226.804
160.116,199.853,225.700
160.324,199.873,224.445
160.532,199.883,223.149
160.740,199.885,221.895
160.948,199.878,220.721
161.156,199.870,219.623
161.364,199.864,218.590
161.572,199.867,217.607
161.780,199.879,216.665
161.988,199.897,215.741
162.196,199.918,214.789
162.404,199.936,213.766
162.604,199.949,212.699
162.812,199.958,211.523
163.020,199.960,210.326
163.228,199.957,209.159
163.436,199.951,208.052
163.644,199.947,207.005
163.852,199.947,206.010
164.060,199.952,205.054
164.268,199.961,204.133
164.476,199.971,203.286
164.684,199.980,202.561
164.892,199.988,201.972
165.092,199.994,201.529
165.300,199.997,201.182
165.508,199.998,200.932
165.716,199.997,200.758
165.924,199.995,200.642
166.132,199.995,200.570
166.340,199.997,200.533
166.548,200.000,200.536
166.756,200.002,200.592
166.964,200.004,200.655
167.172,200.006,200.711
167.372,200.008,200.755
167.580,200.009,200.790
167.788,200.007,200.806
167.996,200.006,200.796
168.204,200.006,200.758
168.412,200.006,200.701
168.620,200.003,200.639
168.828,200.000,200.583
169.036,199.998,200.534
169.244,199.997,200.493
169.452,199.996,200.462
169.660,199.993,200.441
169.860,199.985,200.433
170.068,199.974,200.437
170.276,199.965,200.454
170.484,199.956,200.482
170.692,199.951,200.514
170.900,199.949,200.549
171.108,199.950,200.583
171.316,199.954,200.616
171.524,199.962,200.649
171.732,199.971,200.680
171.940,199.974,200.707
172.148,199.972,200.725
172.348,199.965,200.730
172.556,199.956,200.720
172.764,199.948,200.699
172.972,199.947,200.672
173.180,199.951,200.645
173.388,199.960,200.619
173.592,199.972,200.596
173.800,199.985,200.575
174.008,199.996,200.558
174.220,200.003,200.547
174.428,200.000,200.542
174.636,199.994,200.545
174.836,199.989,200.554
175.044,199.987,200.568
175.252,199.986,200.584
175.460,199.986,200.601
175.668,199.986,200.616
175.876,199.985,200.631
176.084,199.987,200.644
176.292,199.988,200.656
176.500,199.988,200.668
176.708,199.987,200.682
176.916,199.985,200.693
177.116,199.979,200.700
177.324,199.973,200.702
177.532,199.970,200.693
177.740,199.971,200.677
177.948,199.975,200.654
178.156,199.979,200.629
178.364,199.983,200.604
178.572,199.984,200.583
178.780,199.983,200.563
178.988,199.977,200.545
179.196,199.975,200.529
179.404,199.977,200.518
179.604,199.983,200.512
179.812,199.990,200.510
180.020,199.996,200.510
180.228,200.001,200.515
180.436,200.000,200.525
180.644,199.990,200.538
180.852,199.979,200.552
181.060,199.973,200.565
181.268,199.975,200.577
181.476,199.985,200.587
181.684,199.996,200.595
181.892,200.004,200.604
182.092,200.007,200.614
182.300,200.003,200.622
182.508,199.991,200.629
182.716,199.977,200.639
182.924,199.967,200.648
183.132,199.961,200.653
183.340,199.962,200.647
183.548,199.968,200.634
183.756,199.971,200.618
183.964,199.967,200.598
184.172,199.961,200.577
184.372,199.958,200.559
184.580,199.959,200.544
184.788,199.965,200.530
184.996,199.974,200.520
185.204,199.985,200.512
185.412,199.993,200.505
185.620,199.996,200.498
185.828,199.989,200.500
186.036,199.983,200.507
186.244,199.976,200.519
186.452,199.969,200.534
186.660,199.965,200.551
186.860,199.962,200.569
187.068,199.961,200.589
187.276,199.963,200.610
187.484,199.966,200.630
187.692,199.974,200.646
187.900,199.981,200.662
188.108,199.986,200.677
188.316,199.990,200.690
188.524,199.989,200.698
188.732,199.982,200.697
188.936,199.976,200.684
189.144,199.974,200.660
189.352,199.977,200.630
189.560,199.980,200.599
189.768,199.981,200.568
189.976,199.981,200.542
190.184,199.982,200.518
190.392,199.984,200.500
190.592,199.984,200.488
190.800,199.983,200.480
191.008,199.982,200.478
191.216,199.983,200.482
191.424,199.984,200.489
191.632,199.984,200.499
191.840,199.984,200.514
192.048,199.981,200.533
192.256,199.975,200.551
192.464,199.971,200.569
192.672,199.972,200.586
192.872,199.975,200.603
193.080,199.980,200.619
193.288,199.985,200.634
193.496,199.987,200.646
193.704,199.988,200.652
193.912,199.985,200.646
194.120,199.980,200.630
194.328,199.973,200.610
194.536,199.970,200.591
194.744,199.973,200.574
194.952,199.978,200.558
195.160,199.982,200.543
195.360,199.983,200.529
195.568,199.979,200.518
195.776,199.973,200.511
195.984,199.969,200.511
196.192,199.970,200.516
196.400,199.975,200.524
196.608,199.978,200.532
196.816,199.983,200.542
197.024,199.987,200.556
197.232,199.986,200.572
197.440,199.983,200.591
197.648,199.981,200.614
197.848,199.981,200.639
198.056,199.982,200.662
198.264,199.984,200.681
198.472,199.986,200.690
198.680,199.988,200.688
198.884,199.987,200.676
199.084,199.985,200.657
199.292,199.984,200.638
199.500,199.985,200.620
199.708,199.988,200.606
199.916,199.991,200.596
200.116,199.994,200.592
200.324,199.993,200.590
200.532,199.985,200.590
200.736,199.975,200.592
200.944,199.964,200.594
201.148,199.957,200.601
201.348,199.954,200.607
201.552,199.956,200.615
201.752,199.960,200.621
201.956,199.966,200.627
202.156,199.973,200.633
202.364,199.981,200.641
202.572,199.989,200.651
202.780,199.993,200.657
202.988,199.989,200.660
203.196,199.980,200.656
203.404,199.973,200.648
203.604,199.969,200.638
203.812,199.970,200.629
204.020,199.976,200.622
204.228,199.983,200.616
204.436,199.986,200.612
204.644,199.983,200.607
204.852,199.976,200.601
205.060,199.967,200.597
205.268,199.962,200.595
205.476,199.961,200.593
205.684,199.966,200.591
205.892,199.971,200.590
206.092,199.976,200.589
206.300,199.976,200.590
206.512,199.973,200.593
206.716,199.970,200.597
206.924,199.966,200.598
207.132,199.964,200.597
207.340,199.962,200.596
207.548,199.960,200.597
207.756,199.958,200.601
207.964,199.957,200.606
208.172,199.955,200.610
208.372,199.953,200.612
208.580,199.953,200.611
208.788,199.952,200.606
208.996,199.952,200.601
209.204,199.953,200.596
209.412,199.957,200.590
209.620,199.962,200.588
