t,n,e
47.780,-0.007,-0.013
47.988,-0.009,-0.011
48.188,-0.010,-0.013
48.396,-0.011,-0.015
48.604,-0.010,-0.017
48.804,-0.008,-0.018
49.012,-0.005,-0.018
49.212,-0.003,-0.019
49.420,-0.002,-0.019
49.628,-0.008,-0.018
49.828,-0.016,-0.016
50.036,-0.025,-0.017
50.244,-0.035,-0.021
50.444,-0.041,-0.026
50.652,-0.043,-0.028
50.860,-0.043,-0.031
51.064,-0.040,-0.032
51.268,-0.033,-0.032
51.468,-0.026,-0.032
51.676,-0.020,-0.029
51.884,-0.016,-0.027
52.084,-0.014,-0.029
52.292,-0.012,-0.033
52.500,-0.009,-0.034
52.700,-0.007,-0.033
52.908,-0.006,-0.031
53.116,-0.006,-0.029
53.316,-0.009,-0.030
53.524,-0.013,-0.029
53.732,-0.020,-0.028
53.932,-0.023,-0.027
54.140,-0.025,-0.022
54.340,-0.024,-0.020
54.548,-0.022,-0.018
54.756,-0.017,-0.015
54.956,-0.012,-0.013
55.164,-0.010,-0.009
55.372,-0.010,-0.005
55.572,-0.010,-0.002
55.780,-0.011,-0.002
55.988,-0.010,-0.001
56.188,-0.008,-0.003
56.392,-0.005,-0.004
56.596,-0.001,-0.003
56.796,0.001,-0.001
56.996,0.001,0.002
57.204,-0.002,0.005
57.404,-0.007,0.009
57.612,-0.013,0.010
57.820,-0.020,0.008
58.020,-0.028,0.006
58.228,-0.035,0.004
58.436,-0.042,0.002
58.636,-0.045,-0.001
58.844,-0.045,-0.001
59.052,-0.044,0.000
59.252,-0.043,0.001
59.456,-0.040,0.002
59.660,-0.038,0.004
59.864,-0.036,0.007
60.064,-0.034,0.009
60.264,-0.033,0.009
60.472,-0.030,0.007
60.680,-0.027,0.005
60.880,-0.025,0.003
61.088,-0.026,0.001
61.296,-0.029,0.000
61.496,-0.033,-0.002
61.700,-0.036,-0.004
61.908,-0.039,-0.007
62.112,-0.041,-0.010
62.320,-0.040,-0.012
62.524,-0.039,-0.014
62.732,-0.036,-0.017
62.932,-0.033,-0.022
63.140,-0.031,-0.028
63.340,-0.029,-0.030
63.548,-0.028,-0.031
63.756,-0.028,-0.029
63.956,-0.025,-0.027
64.156,-0.021,-0.026
64.364,-0.017,-0.026
64.572,-0.018,-0.024
64.772,-0.020,-0.021
64.980,-0.022,-0.020
65.180,-0.022,-0.020
65.384,-0.020,-0.020
65.584,-0.017,-0.019
65.784,-0.015,-0.022
65.992,-0.013,-0.025
66.200,-0.010,-0.026
66.400,-0.008,-0.025
66.608,-0.007,-0.023
66.808,-0.005,-0.020
67.016,-0.005,-0.017
67.224,-0.005,-0.016
67.424,-0.006,-0.016
67.632,-0.005,-0.016
67.840,-0.005,-0.014
68.040,-0.007,-0.011
68.248,-0.010,-0.010
68.452,-0.015,-0.010
68.652,-0.018,-0.010
68.852,-0.018,-0.009
69.052,-0.017,-0.007
69.260,-0.018,-0.007
69.468,-0.020,-0.006
69.668,-0.023,-0.004
69.872,-0.027,-0.002
70.076,-0.032,-0.000
70.276,-0.033,0.002
70.480,-0.032,0.005
70.680,-0.030,0.007
70.888,-0.028,0.010
71.096,-0.027,0.012
71.296,-0.027,0.014
71.504,-0.025,0.017
71.712,-0.023,0.019
71.912,-0.018,0.022
72.120,-0.012,0.025
72.328,-0.007,0.029
72.528,-0.005,0.033
72.736,-0.005,0.035
72.936,-0.008,0.033
73.144,-0.013,0.029
73.352,-0.017,0.025
73.556,-0.020,0.022
73.760,-0.019,0.017
73.968,-0.016,0.012
74.168,-0.014,0.006
74.376,-0.014,-0.000
74.584,-0.016,-0.005
74.784,-0.019,-0.009
74.992,-0.020,-0.013
75.200,-0.018,-0.016
75.400,-0.014,-0.020
75.608,-0.010,-0.021
75.808,-0.006,-0.022
76.016,-0.003,-0.021
76.220,0.001,-0.019
76.424,0.008,-0.018
76.632,0.014,-0.017
76.840,0.019,-0.016
77.040,0.023,-0.012
77.244,0.025,-0.007
77.448,0.026,-0.005
77.648,0.023,-0.004
77.848,0.017,-0.002
78.048,0.011,-0.000
78.248,0.003,-0.000
78.452,-0.002,-0.002
78.656,-0.006,-0.005
78.864,-0.008,-0.009
79.072,-0.013,-0.013
79.272,-0.019,-0.016
79.476,-0.022,-0.018
79.680,-0.024,-0.017
79.888,-0.024,-0.014
80.092,-0.022,-0.011
80.292,-0.020,-0.011
80.492,-0.019,-0.012
80.700,-0.017,-0.011
80.900,-0.016,-0.007
81.108,-0.015,-0.005
81.308,-0.014,-0.006
81.512,-0.013,-0.011
81.712,-0.014,-0.016
81.912,-0.015,-0.022
82.120,-0.016,-0.030
82.328,-0.017,-0.036
82.528,-0.018,-0.037
82.740,-0.020,-0.037
82.944,-0.023,-0.036
83.144,-0.025,-0.035
83.352,-0.028,-0.035
83.552,-0.027,-0.037
83.760,-0.025,-0.039
83.968,-0.022,-0.040
84.168,-0.018,-0.041
84.376,-0.015,-0.044
84.584,-0.010,-0.046
84.784,-0.007,-0.045
84.992,-0.004,-0.044
85.200,-0.003,-0.041
85.400,-0.003,-0.039
85.608,-0.004,-0.038
85.808,-0.005,-0.036
86.016,-0.004,-0.034
86.224,-0.004,-0.031
86.424,-0.004,-0.026
86.632,-0.005,-0.017
86.840,-0.007,-0.008
87.040,-0.007,-0.003
87.248,-0.006,-0.001
87.456,-0.007,0.001
87.656,-0.008,0.001
87.864,-0.008,-0.001
88.072,-0.008,-0.002
88.272,-0.008,-0.001
88.480,-0.008,0.001
88.680,-0.008,0.002
88.888,-0.007,0.000
89.092,-0.005,-0.005
89.296,-0.004,-0.010
89.504,-0.003,-0.012
89.712,-0.003,-0.013
89.912,-0.003,-0.014
90.120,-0.005,-0.014
90.328,-0.005,-0.014
90.528,-0.004,-0.013
90.736,-0.004,-0.011
90.936,-0.008,-0.011
91.144,-0.012,-0.011
91.352,-0.012,-0.011
91.552,-0.010,-0.011
91.760,-0.007,-0.011
91.968,-0.004,-0.007
92.168,-0.005,-0.005
92.376,-0.005,-0.005
92.584,-0.005,-0.008
92.784,-0.005,-0.009
92.992,-0.005,-0.008
93.200,-0.006,-0.006
93.404,-0.006,-0.005
93.608,-0.004,-0.006
93.816,-0.001,-0.009
94.020,0.001,-0.014
94.220,-0.002,-0.019
94.420,-0.007,-0.021
94.620,-0.012,-0.021
94.828,-0.017,-0.020
95.028,-0.020,-0.019
95.236,-0.019,-0.022
95.436,-0.020,-0.026
95.644,-0.022,-0.030
95.848,-0.023,-0.033
96.052,-0.025,-0.035
96.260,-0.028,-0.037
96.468,-0.030,-0.040
96.668,-0.030,-0.042
96.876,-0.029,-0.042
97.084,-0.027,-0.039
97.284,-0.023,-0.036
97.492,-0.018,-0.036
97.700,-0.013,-0.038
97.900,-0.010,-0.040
98.108,-0.009,-0.044
98.308,-0.009,-0.046
98.520,-0.010,-0.049
98.724,-0.013,-0.052
98.924,-0.016,-0.051
99.132,-0.022,-0.045
99.340,-0.027,-0.037
99.540,-0.034,-0.030
99.748,-0.042,-0.023
99.956,-0.050,-0.016
100.156,-0.057,-0.013
100.364,-0.062,-0.011
100.572,-0.065,-0.010
100.772,-0.064,-0.011
100.980,-0.058,-0.013
101.180,-0.051,-0.016
101.388,-0.043,-0.021
101.596,-0.036,-0.024
101.796,-0.033,-0.024
102.004,-0.030,-0.026
102.212,-0.027,-0.027
102.412,-0.022,-0.025
102.620,-0.017,-0.020
102.828,-0.015,-0.014
103.028,-0.012,-0.009
103.236,-0.014,-0.005
103.436,-0.017,-0.003
103.644,-0.019,-0.002
103.852,-0.018,-0.002
104.052,-0.017,-0.001
104.260,-0.019,0.001
104.468,-0.022,0.005
104.668,-0.025,0.007
104.876,-0.026,0.007
105.084,-0.025,0.007
105.284,-0.024,0.007
105.492,-0.022,0.008
105.700,-0.019,0.010
105.900,-0.015,0.013
106.108,-0.013,0.015
106.308,-0.014,0.017
106.516,-0.016,0.020
106.724,-0.019,0.024
106.924,-0.021,0.028
107.132,-0.023,0.031
107.340,-0.026,0.033
107.544,-0.029,0.034
107.748,-0.031,0.033
107.956,-0.033,0.030
108.156,-0.033,0.026
108.364,-0.033,0.021
108.572,-0.033,0.017
108.772,-0.031,0.012
108.980,-0.029,0.007
109.180,-0.027,0.003
109.388,-0.028,-0.002
109.604,-0.030,-0.008
109.808,-0.031,-0.014
110.016,-0.032,-0.013
110.228,-0.031,-0.010
110.432,-0.031,-0.010
110.632,-0.031,-0.010
110.836,-0.030,-0.010
111.036,-0.031,-0.009
111.236,-0.032,-0.007
111.436,-0.031,-0.005
111.644,-0.029,-0.003
111.852,-0.025,-0.003
112.052,-0.021,-0.003
112.260,-0.016,-0.001
112.468,-0.011,0.002
112.668,-0.005,0.004
112.876,0.001,0.004
113.084,0.004,0.003
113.284,0.004,-0.001
113.492,-0.000,-0.007
113.700,-0.006,-0.014
113.900,-0.012,-0.018
114.108,-0.018,-0.019
114.308,-0.022,-0.020
114.516,-0.023,-0.021
114.724,-0.025,-0.022
114.924,-0.027,-0.021
115.132,-0.028,-0.021
115.340,-0.028,-0.023
115.540,-0.027,-0.022
115.748,-0.025,-0.022
115.956,-0.023,-0.023
116.156,-0.021,-0.023
116.364,-0.021,-0.025
116.572,-0.019,-0.026
116.772,-0.018,-0.025
116.980,-0.016,-0.023
117.180,-0.015,-0.024
117.388,-0.014,-0.025
117.596,-0.015,-0.026
117.796,-0.014,-0.025
118.008,-0.013,-0.023
118.212,-0.013,-0.020
118.412,-0.015,-0.017
118.620,-0.017,-0.012
118.828,-0.016,-0.009
119.028,-0.015,-0.008
119.236,-0.011,-0.007
119.436,-0.007,-0.005
119.644,-0.002,-0.005
119.852,0.001,-0.005
120.052,0.004,-0.005
120.260,0.008,-0.006
120.468,0.010,-0.006
120.668,0.011,-0.005
120.876,0.011,-0.006
121.084,0.010,-0.006
121.284,0.006,-0.007
121.492,0.002,-0.007
121.700,-0.003,-0.007
121.900,-0.005,-0.005
122.108,-0.003,-0.003
122.308,0.001,-0.000
122.516,0.006,0.003
122.724,0.009,0.006
122.924,0.012,0.007
123.132,0.014,0.004
123.340,0.012,0.001
123.540,0.008,-0.001
123.748,0.004,-0.002
123.952,0.001,-0.003
124.156,-0.000,-0.005
124.364,-0.001,-0.005
124.572,-0.003,-0.005
124.772,-0.006,-0.007
124.980,-0.010,-0.010
125.180,-0.013,-0.013
125.388,-0.013,-0.016
125.596,-0.012,-0.019
125.796,-0.010,-0.023
126.004,-0.009,-0.026
126.212,-0.008,-0.029
126.412,-0.008,-0.029
126.620,-0.008,-0.024
126.828,-0.009,-0.018
127.028,-0.008,-0.013
127.236,-0.007,-0.011
127.436,-0.006,-0.012
127.644,-0.007,-0.014
127.852,-0.009,-0.016
128.060,-0.014,-0.018
128.268,-0.017,-0.018
128.476,-0.020,-0.017
128.684,-0.022,-0.016
128.892,-0.022,-0.016
129.092,-0.022,-0.016
129.300,-0.021,-0.016
129.508,-0.023,-0.014
129.716,-0.027,-0.013
129.924,-0.030,-0.012
130.132,-0.032,-0.012
130.340,-0.033,-0.013
130.548,-0.033,-0.014
130.756,-0.034,-0.017
130.964,-0.035,-0.020
131.172,-0.035,-0.022
131.372,-0.036,-0.023
131.580,-0.037,-0.025
131.788,-0.038,-0.023
131.996,-0.035,-0.021
132.204,-0.029,-0.020
132.412,-0.021,-0.022
132.620,-0.011,-0.024
132.828,-0.006,-0.025
133.036,-0.004,-0.026
133.244,-0.002,-0.028
133.452,-0.000,-0.033
133.660,0.002,-0.037
133.860,0.004,-0.040
134.068,0.007,-0.043
134.276,0.006,-0.046
134.484,0.005,-0.044
134.692,0.004,-0.041
134.900,0.005,-0.038
135.108,0.007,-0.035
135.316,0.009,-0.033
135.524,0.010,-0.029
135.732,0.008,-0.027
135.940,0.004,-0.027
136.148,0.000,-0.029
136.348,-0.003,-0.031
136.556,-0.006,-0.033
136.764,-0.009,-0.034
136.972,-0.012,-0.034
137.180,-0.015,-0.033
137.388,-0.017,-0.031
137.596,-0.019,-0.028
137.804,-0.024,-0.026
138.012,-0.029,-0.025
138.220,-0.033,-0.025
138.428,-0.036,-0.025
138.636,-0.034,-0.026
138.836,-0.031,-0.028
139.044,-0.028,-0.033
139.252,-0.026,-0.038
139.460,-0.025,-0.041
139.668,-0.022,-0.044
139.876,-0.017,-0.045
140.084,-0.013,-0.044
140.292,-0.012,-0.042
140.500,-0.009,-0.042
140.708,-0.006,-0.043
140.916,-0.006,-0.043
141.116,-0.006,-0.043
141.324,-0.007,-0.041
141.532,-0.008,-0.038
141.740,-0.012,-0.034
141.948,-0.014,-0.032
142.156,-0.014,-0.031
142.364,-0.012,-0.031
142.572,-0.007,-0.031
142.780,0.000,-0.032
142.988,0.007,-0.033
143.196,0.009,-0.033
143.404,0.008,-0.033
143.604,0.007,-0.031
143.808,0.006,-0.030
144.008,0.004,-0.026
144.216,0.003,-0.021
144.424,0.003,-0.018
144.632,-0.000,-0.015
144.840,-0.006,-0.015
145.048,-0.014,-0.015
145.256,-0.021,-0.014
145.464,-0.026,-0.013
145.672,-0.032,-0.013
145.872,-0.036,-0.015
146.080,-0.041,-0.015
146.288,-0.043,-0.011
146.492,-0.043,-0.005
146.692,-0.040,-0.001
146.896,-0.039,0.002
147.096,-0.041,0.003
147.304,-0.045,0.004
147.512,-0.048,0.003
147.716,-0.052,-0.001
147.920,-0.053,-0.004
148.120,-0.054,-0.005
148.328,-0.054,-0.005
148.536,-0.053,-0.005
148.744,-0.050,-0.003
148.952,-0.046,0.001
149.160,-0.042,0.002
149.360,-0.039,0.001
149.568,-0.036,-0.002
149.772,-0.035,-0.005
149.976,-0.036,-0.006
150.184,-0.038,-0.006
150.392,-0.040,-0.005
150.592,-0.042,-0.006
150.800,-0.045,-0.010
151.008,-0.045,-0.013
151.216,-0.044,-0.013
151.424,-0.044,-0.013
151.632,-0.046,-0.014
151.836,-0.044,-0.016
152.040,-0.041,-0.018
152.240,-0.036,-0.019
152.448,-0.031,-0.017
152.656,-0.028,-0.014
152.864,-0.026,-0.011
153.072,-0.026,-0.007
153.280,-0.026,-0.005
153.488,-0.024,-0.004
153.696,-0.020,-0.003
153.904,-0.016,-0.004
154.104,-0.012,-0.006
154.312,-0.011,-0.008
154.520,-0.011,-0.007
154.728,-0.009,-0.001
154.936,-0.008,0.004
155.144,-0.006,0.008
155.352,-0.002,0.011
155.560,0.004,0.011
155.768,0.010,0.010
155.976,0.016,0.009
156.184,0.021,0.008
156.392,0.023,0.006
156.592,0.021,0.003
156.800,0.018,-0.000
157.008,0.017,-0.002
157.216,0.014,-0.004
157.424,0.009,-0.003
157.632,0.003,-0.000
157.840,-0.001,0.000
158.048,-0.007,-0.002
158.256,-0.013,-0.006
158.464,-0.019,-0.009
158.672,-0.023,-0.011
158.872,-0.026,-0.011
159.080,-0.027,-0.012
159.288,-0.027,-0.012
159.496,-0.025,-0.012
159.704,-0.022,-0.013
159.912,-0.017,-0.015
160.120,-0.013,-0.017
160.328,-0.012,-0.016
160.536,-0.014,-0.015
160.744,-0.017,-0.015
160.952,-0.020,-0.017
161.160,-0.021,-0.017
161.360,-0.020,-0.016
161.568,-0.020,-0.012
161.776,-0.024,-0.008
161.984,-0.027,-0.004
162.192,-0.027,-0.003
162.400,-0.023,-0.005
162.608,-0.017,-0.006
162.816,-0.013,-0.007
163.024,-0.010,-0.005
163.232,-0.011,-0.004
163.440,-0.011,-0.003
163.648,-0.009,-0.003
163.848,-0.008,-0.003
164.056,-0.008,-0.004
164.264,-0.005,-0.003
164.472,-0.001,-0.001
164.680,0.003,0.000
164.888,0.006,0.002
165.092,0.007,0.003
165.296,0.009,-0.000
165.496,0.011,-0.007
165.704,0.013,-0.011
165.912,0.013,-0.016
166.120,0.014,-0.023
166.328,0.014,-0.028
166.536,0.010,-0.031
166.744,0.003,-0.034
166.956,0.001,-0.040
167.160,0.002,-0.046
167.360,0.004,-0.048
167.564,0.007,-0.046
167.768,0.008,-0.040
167.972,0.007,-0.035
168.180,0.003,-0.034
168.384,-0.001,-0.033
168.588,-0.005,-0.035
168.788,-0.009,-0.035
168.996,-0.015,-0.033
169.204,-0.017,-0.034
169.412,-0.016,-0.035
169.620,-0.014,-0.035
169.828,-0.013,-0.034
170.032,-0.016,-0.035
170.240,-0.021,-0.034
170.448,-0.024,-0.033
170.656,-0.024,-0.033
170.864,-0.023,-0.036
171.068,-0.022,-0.037
171.272,-0.020,-0.038
171.472,-0.019,-0.040
171.680,-0.021,-0.039
171.888,-0.024,-0.037
172.096,-0.026,-0.035
172.304,-0.029,-0.035
172.512,-0.033,-0.033
172.720,-0.035,-0.030
172.928,-0.037,-0.028
173.136,-0.035,-0.026
173.336,-0.034,-0.022
173.540,-0.035,-0.018
173.740,-0.037,-0.016
173.948,-0.038,-0.015
174.156,-0.038,-0.014
174.364,-0.038,-0.010
174.572,-0.038,-0.004
174.780,-0.037,0.002
174.988,-0.035,0.007
175.196,-0.031,0.008
175.404,-0.025,0.009
175.604,-0.018,0.012
175.812,-0.016,0.010
176.020,-0.018,0.003
176.228,-0.021,-0.006
176.436,-0.023,-0.012
176.644,-0.023,-0.014
176.852,-0.017,-0.015
177.056,-0.010,-0.015
177.260,-0.003,-0.015
177.464,0.004,-0.013
177.672,0.012,-0.009
177.872,0.018,-0.005
178.080,0.020,-0.003
178.288,0.021,-0.002
178.496,0.021,-0.002
178.704,0.019,-0.002
178.912,0.013,-0.004
179.120,0.005,-0.007
179.328,-0.001,-0.011
179.536,-0.002,-0.017
179.744,-0.000,-0.021
179.952,0.002,-0.022
180.160,0.003,-0.019
180.360,0.003,-0.017
180.568,0.002,-0.016
180.772,0.004,-0.016
180.972,0.005,-0.015
181.180,0.005,-0.012
181.388,0.003,-0.009
181.592,0.002,-0.006
181.796,-0.004,-0.004
181.996,-0.010,-0.003
182.204,-0.013,-0.001
182.416,-0.017,0.000
182.624,-0.022,-0.002
182.828,-0.025,-0.003
183.036,-0.024,-0.005
183.244,-0.025,-0.006
183.452,-0.024,-0.008
183.660,-0.021,-0.012
183.860,-0.019,-0.015
184.068,-0.016,-0.015
184.276,-0.013,-0.013
184.484,-0.013,-0.010
184.692,-0.014,-0.006
184.900,-0.014,-0.002
185.108,-0.014,0.001
185.316,-0.014,0.000
185.520,-0.013,-0.005
185.724,-0.010,-0.013
185.924,-0.006,-0.023
186.132,-0.001,-0.031
186.340,0.001,-0.036
186.548,0.001,-0.040
186.756,0.000,-0.042
186.964,-0.000,-0.040
187.172,-0.001,-0.036
187.372,-0.003,-0.034
187.580,-0.007,-0.032
187.788,-0.011,-0.030
187.996,-0.017,-0.027
188.204,-0.022,-0.023
188.412,-0.026,-0.017
188.620,-0.026,-0.013
188.828,-0.025,-0.015
189.036,-0.024,-0.018
189.244,-0.025,-0.023
189.452,-0.027,-0.028
189.660,-0.027,-0.033
189.860,-0.026,-0.035
190.068,-0.026,-0.034
190.276,-0.026,-0.032
190.484,-0.025,-0.026
190.692,-0.024,-0.020
190.900,-0.023,-0.017
191.108,-0.023,-0.013
191.316,-0.021,-0.011
191.524,-0.017,-0.009
191.732,-0.013,-0.008
191.940,-0.010,-0.007
192.148,-0.009,-0.004
192.348,-0.009,-0.001
192.556,-0.010,0.002
192.764,-0.009,0.007
192.968,-0.007,0.011
193.168,-0.006,0.013
193.376,-0.007,0.013
193.588,-0.008,0.011
193.792,-0.011,0.008
194.000,-0.011,0.004
194.208,-0.011,0.003
194.416,-0.012,0.001
194.616,-0.014,-0.000
194.824,-0.014,-0.002
195.032,-0.015,-0.002
195.240,-0.017,0.001
195.448,-0.021,0.007
195.656,-0.027,0.011
195.864,-0.033,0.014
196.072,-0.037,0.014
196.280,-0.040,0.011
196.488,-0.042,0.006
196.696,-0.043,0.001
196.904,-0.043,-0.005
197.104,-0.042,-0.013
197.312,-0.042,-0.023
197.520,-0.044,-0.033
197.728,-0.047,-0.041
197.936,-0.049,-0.042
198.144,-0.052,-0.040
198.352,-0.052,-0.039
198.560,-0.055,-0.038
198.768,-0.061,-0.035
198.976,-0.066,-0.031
199.184,-0.069,-0.029
199.392,-0.071,-0.027
199.592,-0.071,-0.026
199.800,-0.068,-0.024
200.008,-0.061,-0.023
200.216,-0.054,-0.025
200.424,-0.045,-0.030
200.628,-0.040,-0.035
200.832,-0.033,-0.039
201.032,-0.027,-0.040
201.240,-0.021,-0.041
201.448,-0.017,-0.042
201.656,-0.013,-0.043
201.864,-0.011,-0.042
202.072,-0.008,-0.040
202.280,-0.003,-0.041
202.488,0.002,-0.040
202.700,0.005,-0.040
202.904,0.007,-0.039
203.104,0.008,-0.036
203.312,0.008,-0.035
203.520,0.007,-0.036
203.728,0.004,-0.038
203.936,-0.001,-0.035
204.144,-0.006,-0.031
204.352,-0.009,-0.029
204.560,-0.011,-0.028
204.768,-0.014,-0.030
204.976,-0.020,-0.032
205.184,-0.024,-0.033
205.388,-0.025,-0.033
205.592,-0.023,-0.032
205.800,-0.022,-0.031
206.004,-0.020,-0.028
206.208,-0.017,-0.025
206.416,-0.012,-0.023
206.620,-0.009,-0.021
206.828,-0.007,-0.020
207.036,-0.005,-0.018
207.244,-0.004,-0.015
207.452,-0.006,-0.012
207.660,-0.010,-0.008
207.860,-0.012,-0.007
208.068,-0.014,-0.008
208.276,-0.017,-0.008
208.484,-0.020,-0.007
208.692,-0.023,-0.005
208.900,-0.022,-0.004
209.104,-0.022,-0.005
209.308,-0.021,-0.006
209.508,-0.019,-0.006
209.716,-0.019,-0.007
209.924,-0.019,-0.011
210.132,-0.020,-0.017
210.340,-0.022,-0.022
210.548,-0.024,-0.025
210.752,-0.024,-0.026
210.960,-0.023,-0.026
211.168,-0.021,-0.024
211.372,-0.020,-0.023
211.580,-0.018,-0.021
211.788,-0.016,-0.019
211.996,-0.014,-0.018
212.204,-0.012,-0.016
212.412,-0.010,-0.010
212.620,-0.010,-0.004
212.828,-0.014,0.000
213.036,-0.018,0.004
213.244,-0.021,0.007
213.452,-0.023,0.009
213.660,-0.023,0.009
213.860,-0.021,0.010
214.072,-0.020,0.011
214.276,-0.018,0.013
214.484,-0.015,0.015
214.692,-0.014,0.014
214.904,-0.014,0.013
215.104,-0.013,0.011
215.312,-0.011,0.009
215.516,-0.011,0.008
215.720,-0.011,0.007
215.928,-0.011,0.006
216.136,-0.010,0.006
216.336,-0.009,0.006
216.544,-0.009,0.004
216.752,-0.007,-0.000
