t,n,e
50.012,-0.001,0.016
50.212,-0.002,0.016
50.420,-0.002,0.015
50.628,-0.001,0.014
50.828,-0.001,0.015
51.036,0.002,0.017
51.244,0.006,0.020
51.444,0.008,0.021
51.652,0.005,0.020
51.860,-0.001,0.018
52.060,-0.006,0.015
52.268,-0.011,0.014
52.468,-0.016,0.011
52.676,-0.018,0.007
52.880,-0.016,0.004
53.088,-0.012,-0.001
53.296,-0.007,-0.006
53.496,-0.003,-0.011
53.704,-0.004,-0.012
53.904,-0.006,-0.012
54.112,-0.008,-0.011
54.320,-0.010,-0.008
54.520,-0.012,-0.006
54.728,-0.015,-0.004
54.936,-0.018,-0.003
55.136,-0.021,-0.001
55.344,-0.022,0.002
55.552,-0.022,0.004
55.752,-0.022,0.006
55.960,-0.023,0.007
56.168,-0.025,0.008
56.368,-0.029,0.010
56.572,-0.035,0.012
56.776,-0.042,0.014
56.980,-0.049,0.015
57.180,-0.054,0.014
57.380,-0.058,0.013
57.588,-0.060,0.013
57.796,-0.059,0.015
57.996,-0.055,0.018
58.204,-0.049,0.022
58.404,-0.042,0.023
58.612,-0.033,0.023
58.820,-0.021,0.023
59.020,-0.013,0.022
59.228,-0.007,0.017
59.436,-0.004,0.008
59.636,0.001,-0.001
59.844,0.006,-0.008
60.052,0.009,-0.012
60.252,0.011,-0.015
60.460,0.012,-0.016
60.668,0.012,-0.017
60.868,0.010,-0.019
61.076,0.007,-0.021
61.276,0.008,-0.019
61.484,0.013,-0.016
61.692,0.020,-0.012
61.892,0.025,-0.009
62.100,0.027,-0.008
62.308,0.028,-0.007
62.508,0.029,-0.007
62.716,0.030,-0.007
62.924,0.030,-0.006
63.124,0.029,-0.005
63.332,0.027,-0.006
63.540,0.026,-0.007
63.740,0.025,-0.006
63.948,0.024,-0.005
64.156,0.025,-0.004
64.364,0.028,-0.005
64.572,0.032,-0.011
64.772,0.035,-0.016
64.980,0.037,-0.018
65.180,0.037,-0.018
65.388,0.037,-0.017
65.596,0.035,-0.018
65.796,0.032,-0.019
66.004,0.027,-0.018
66.212,0.025,-0.014
66.416,0.021,-0.008
66.616,0.018,-0.001
66.816,0.013,0.004
67.016,0.011,0.007
67.224,0.012,0.007
67.424,0.017,0.005
67.632,0.020,0.003
67.840,0.017,0.001
68.040,0.012,0.001
68.248,0.007,0.001
68.456,0.002,0.003
68.656,-0.000,0.006
68.864,-0.002,0.007
69.072,-0.002,0.008
69.276,-0.001,0.007
69.476,0.003,0.005
69.676,0.009,0.003
69.876,0.016,0.003
70.084,0.021,0.004
70.284,0.022,0.007
70.492,0.022,0.010
70.700,0.020,0.011
70.900,0.019,0.012
71.108,0.018,0.013
71.308,0.018,0.015
71.516,0.015,0.014
71.724,0.012,0.011
71.924,0.010,0.009
72.132,0.007,0.010
72.340,0.004,0.012
72.540,0.001,0.015
72.748,-0.002,0.016
72.956,-0.005,0.016
73.156,-0.007,0.017
73.364,-0.007,0.019
73.572,-0.005,0.021
73.772,-0.004,0.021
73.980,-0.001,0.020
74.180,0.003,0.017
74.388,0.006,0.014
74.596,0.008,0.012
74.796,0.010,0.011
75.004,0.011,0.009
75.212,0.014,0.007
75.412,0.013,0.006
75.620,0.012,0.005
75.828,0.012,0.004
76.028,0.012,0.003
76.236,0.009,0.004
76.436,0.005,0.008
76.644,0.003,0.011
76.852,0.003,0.011
77.052,0.000,0.010
77.260,-0.003,0.009
77.468,-0.005,0.009
77.668,-0.008,0.010
77.876,-0.008,0.011
78.084,-0.005,0.010
78.284,-0.002,0.011
78.492,-0.001,0.015
78.700,-0.001,0.022
78.900,-0.003,0.028
79.108,-0.007,0.031
79.308,-0.013,0.032
79.516,-0.018,0.027
79.724,-0.026,0.013
79.924,-0.033,-0.008
80.132,-0.040,-0.035
80.340,-0.046,-0.063
80.540,-0.051,-0.086
80.748,-0.054,-0.098
80.956,-0.054,-0.091
81.156,-0.050,-0.067
81.364,-0.041,-0.035
81.572,-0.031,-0.012
81.772,-0.024,-0.006
81.980,-0.024,-0.019
82.180,-0.030,-0.039
82.388,-0.037,-0.054
82.596,-0.042,-0.055
82.796,-0.043,-0.044
83.004,-0.036,-0.021
83.212,-0.023,0.000
83.412,-0.009,0.010
83.620,0.002,0.003
83.828,0.007,-0.017
84.028,0.005,-0.041
84.236,-0.006,-0.058
84.436,-0.021,-0.062
84.644,-0.033,-0.050
84.852,-0.040,-0.029
85.052,-0.042,-0.009
85.260,-0.040,0.007
85.468,-0.040,0.014
85.668,-0.042,0.012
85.876,-0.044,0.005
86.084,-0.044,-0.002
86.284,-0.038,-0.002
86.492,-0.033,0.004
86.700,-0.030,0.015
86.900,-0.029,0.027
87.108,-0.030,0.036
87.308,-0.029,0.039
87.516,-0.022,0.039
87.724,-0.015,0.037
87.924,-0.011,0.038
88.132,-0.010,0.042
88.340,-0.010,0.048
88.540,-0.013,0.051
88.748,-0.019,0.047
88.956,-0.024,0.036
89.156,-0.023,0.025
89.364,-0.017,0.018
89.572,-0.010,0.018
89.772,-0.003,0.025
89.980,0.003,0.033
90.180,0.010,0.039
90.388,0.015,0.041
90.620,0.018,0.040
90.828,0.017,0.041
91.028,0.014,0.045
91.236,0.008,0.052
91.436,0.001,0.059
91.644,-0.006,0.062
91.852,-0.009,0.060
92.052,-0.008,0.054
92.260,-0.008,0.048
92.468,-0.013,0.047
92.668,-0.020,0.049
92.876,-0.025,0.050
93.084,-0.027,0.049
93.284,-0.026,0.045
93.492,-0.023,0.040
93.700,-0.020,0.036
93.900,-0.019,0.036
94.108,-0.021,0.037
94.308,-0.026,0.040
94.516,-0.034,0.042
94.724,-0.045,0.041
94.924,-0.055,0.038
95.132,-0.059,0.035
95.340,-0.057,0.036
95.540,-0.054,0.040
95.748,-0.047,0.043
95.956,-0.041,0.045
96.156,-0.035,0.044
96.364,-0.029,0.041
96.572,-0.027,0.041
96.772,-0.025,0.043
96.980,-0.022,0.044
97.180,-0.018,0.043
97.388,-0.014,0.037
97.596,-0.010,0.029
97.796,-0.007,0.026
98.004,-0.006,0.028
98.212,-0.007,0.035
98.412,-0.012,0.040
98.620,-0.019,0.041
98.828,-0.025,0.040
99.032,-0.030,0.041
99.232,-0.031,0.046
99.432,-0.030,0.053
99.632,-0.032,0.060
99.840,-0.038,0.061
100.040,-0.045,0.056
100.248,-0.051,0.046
100.456,-0.055,0.033
100.656,-0.055,0.022
100.864,-0.050,0.017
101.072,-0.043,0.019
101.272,-0.035,0.025
101.480,-0.030,0.030
101.680,-0.029,0.033
101.888,-0.028,0.033
102.096,-0.030,0.032
102.296,-0.033,0.026
102.504,-0.035,0.016
102.712,-0.030,0.003
102.912,-0.026,-0.006
103.120,-0.026,-0.008
103.328,-0.029,-0.003
103.528,-0.030,0.004
103.736,-0.029,0.009
103.936,-0.025,0.010
104.144,-0.020,0.011
104.352,-0.014,0.009
104.552,-0.010,0.005
104.760,-0.011,0.002
104.968,-0.016,0.002
105.168,-0.020,0.006
105.376,-0.023,0.014
105.584,-0.025,0.024
105.784,-0.028,0.033
105.992,-0.035,0.035
106.200,-0.041,0.033
106.400,-0.040,0.027
106.608,-0.038,0.022
106.808,-0.038,0.018
107.016,-0.041,0.015
107.224,-0.046,0.014
107.428,-0.049,0.017
107.628,-0.051,0.020
107.828,-0.048,0.021
108.028,-0.042,0.021
108.236,-0.035,0.016
108.436,-0.027,0.007
108.644,-0.019,-0.002
108.852,-0.012,-0.009
109.052,-0.007,-0.011
109.260,-0.008,-0.009
109.468,-0.014,-0.005
109.668,-0.020,-0.001
109.876,-0.025,0.000
110.084,-0.029,-0.002
110.284,-0.036,-0.004
110.492,-0.046,-0.006
110.700,-0.050,-0.007
110.900,-0.047,-0.009
111.108,-0.039,-0.010
111.308,-0.028,-0.013
111.516,-0.016,-0.015
111.724,-0.006,-0.016
111.924,0.003,-0.012
112.132,0.013,-0.006
112.340,0.023,0.001
112.540,0.031,0.008
112.748,0.040,0.011
112.956,0.048,0.013
113.156,0.053,0.014
113.364,0.055,0.013
113.572,0.055,0.013
113.772,0.052,0.012
113.980,0.050,0.011
114.180,0.049,0.008
114.388,0.051,0.008
114.596,0.055,0.012
114.796,0.061,0.016
115.004,0.072,0.022
115.212,0.084,0.031
115.412,0.094,0.041
115.620,0.100,0.046
115.828,0.106,0.046
116.028,0.112,0.042
116.236,0.116,0.036
116.436,0.119,0.030
116.644,0.120,0.027
116.852,0.118,0.029
117.052,0.113,0.033
117.260,0.106,0.038
117.468,0.099,0.044
117.668,0.094,0.049
117.876,0.093,0.049
118.084,0.096,0.044
118.284,0.101,0.040
118.492,0.110,0.038
118.700,0.118,0.039
118.900,0.120,0.041
119.108,0.117,0.046
119.308,0.114,0.052
119.516,0.111,0.057
119.724,0.124,0.065
119.924,0.168,0.073
120.132,0.279,0.082
120.340,0.493,0.093
120.540,0.840,0.103
120.748,1.402,0.107
120.956,2.231,0.100
121.156,3.343,0.087
121.364,4.897,0.070
121.572,6.934,0.057
121.772,9.432,0.044
121.980,12.584,0.031
122.180,15.972,0.018
122.388,19.665,-0.001
122.596,23.360,-0.028
122.796,26.818,-0.054
123.004,30.292,-0.074
123.212,33.652,-0.092
123.412,36.787,-0.104
123.620,39.956,-0.113
123.828,43.046,-0.122
124.028,45.958,-0.131
124.236,48.947,-0.138
124.436,51.800,-0.140
124.644,54.763,-0.140
124.852,57.735,-0.139
125.052,60.612,-0.138
125.260,63.631,-0.136
125.468,66.688,-0.132
125.668,69.665,-0.122
125.876,72.795,-0.111
126.084,75.954,-0.100
126.288,79.012,-0.091
126.488,82.079,-0.084
126.688,85.145,-0.076
126.888,88.203,-0.069
127.096,91.369,-0.062
127.296,94.395,-0.058
127.504,97.520,-0.055
127.712,100.625,-0.055
127.912,103.594,-0.060
128.120,106.669,-0.067
128.328,109.729,-0.071
128.536,112.776,-0.076
128.744,115.812,-0.082
128.952,118.840,-0.089
129.160,121.865,-0.098
129.360,124.774,-0.107
129.568,127.799,-0.117
129.776,130.824,-0.125
129.984,133.847,-0.131
130.192,136.865,-0.137
130.400,139.877,-0.143
130.608,142.880,-0.147
130.816,145.874,-0.152
131.024,148.860,-0.157
131.232,151.834,-0.162
131.440,154.798,-0.169
131.652,157.750,-0.175
131.852,160.578,-0.182
132.060,163.514,-0.189
132.268,166.443,-0.195
132.476,169.366,-0.201
132.684,172.284,-0.209
132.892,175.197,-0.220
133.092,177.994,-0.229
133.300,180.899,-0.236
133.508,183.800,-0.243
133.716,186.695,-0.246
133.924,189.585,-0.218
134.132,192.471,-0.092
134.340,195.352,0.222
134.548,198.219,0.809
134.756,201.044,1.738
134.964,203.789,3.058
135.172,206.397,4.791
135.372,208.735,6.829
135.580,210.959,9.286
135.788,212.956,12.037
135.996,214.709,15.045
136.204,216.169,18.289
136.412,217.271,21.741
136.620,217.941,25.362
136.828,218.102,29.095
137.036,217.685,32.859
137.244,216.661,36.547
137.452,215.050,40.038
137.660,212.939,43.222
137.860,210.570,45.932
138.068,207.928,48.385
138.276,205.273,50.531
138.484,202.729,52.472
138.692,200.350,54.313
138.900,198.142,56.120
139.108,196.071,57.926
139.316,194.086,59.734
139.524,192.144,61.539
139.732,190.205,63.336
139.940,188.231,65.127
140.148,186.189,66.907
140.348,184.138,68.605
140.556,181.895,70.357
140.764,179.529,72.109
140.972,177.047,73.892
141.180,174.477,75.739
141.384,171.958,77.603
141.588,169.328,79.646
141.788,166.821,81.709
141.996,164.267,83.937
142.204,161.788,86.221
142.412,159.399,88.529
142.620,157.108,90.830
142.828,154.914,93.097
143.036,152.803,95.311
143.244,150.759,97.462
143.452,148.766,99.548
143.660,146.806,101.571
143.860,144.940,103.468
144.068,143.006,105.404
144.276,141.072,107.315
144.484,139.131,109.221
144.692,137.178,111.139
144.900,135.211,113.082
145.108,133.231,115.062
145.316,131.239,117.090
145.524,129.236,119.170
145.732,127.221,121.299
145.940,125.195,123.472
146.148,123.163,125.676
146.348,121.205,127.811
146.556,119.166,130.035
146.764,117.129,132.247
146.972,115.091,134.437
147.180,113.055,136.601
147.388,111.026,138.737
147.596,109.007,140.845
147.804,107.002,142.925
148.012,105.009,144.981
148.220,103.028,147.014
148.428,101.105,148.977
148.636,99.235,150.877
148.836,97.478,152.658
149.044,95.689,154.471
149.252,93.943,156.244
149.460,92.251,157.973
149.668,90.623,159.648
149.876,89.066,161.259
150.084,87.582,162.804
150.292,86.169,164.280
150.500,84.824,165.688
150.708,83.545,167.029
150.916,82.329,168.307
151.116,81.218,169.473
151.324,80.116,170.625
151.532,79.059,171.720
151.740,78.049,172.767
151.948,77.082,173.766
152.156,76.156,174.721
152.364,75.269,175.633
152.572,74.422,176.504
152.780,73.615,177.331
152.988,72.848,178.115
153.196,72.109,178.872
153.404,71.315,179.689
153.604,70.613,180.416
153.812,70.021,181.034
154.020,69.665,181.407
154.228,69.619,181.435
154.436,69.874,181.112
154.644,70.413,180.447
154.852,71.196,179.484
155.060,72.162,178.311
155.268,73.258,177.046
155.476,74.368,175.865
155.684,75.407,174.852
155.892,76.366,173.984
156.092,77.219,173.254
156.300,78.042,172.563
156.508,78.804,171.907
156.716,79.515,171.268
156.924,80.184,170.644
157.132,80.847,170.013
157.340,81.556,169.335
157.548,82.345,168.579
157.756,83.208,167.741
157.964,84.113,166.848
158.172,85.010,165.945
158.372,85.828,165.107
158.580,86.623,164.286
158.788,87.370,163.513
158.996,88.083,162.784
159.204,88.769,162.093
159.412,89.440,161.424
159.620,90.119,160.745
159.828,90.829,160.025
160.036,91.578,159.248
160.244,92.362,158.421
160.452,93.157,157.568
160.660,93.938,156.724
160.860,94.658,155.946
161.068,95.371,155.178
161.276,96.054,154.449
161.484,96.720,153.747
161.692,97.365,153.072
161.900,97.948,152.460
162.108,98.439,151.938
162.316,98.830,151.517
162.524,99.130,151.195
162.732,99.352,150.962
162.940,99.511,150.803
163.148,99.622,150.699
163.348,99.695,150.637
163.556,99.741,150.598
163.764,99.760,150.579
163.972,99.746,150.584
164.180,99.693,150.616
164.388,99.629,150.648
164.596,99.569,150.674
164.804,99.524,150.699
165.012,99.499,150.725
165.220,99.497,150.744
165.428,99.512,150.741
165.636,99.537,150.708
165.836,99.566,150.654
166.044,99.598,150.589
166.252,99.627,150.527
166.460,99.654,150.474
166.668,99.677,150.434
166.876,99.693,150.408
167.084,99.700,150.395
167.292,99.698,150.396
167.500,99.686,150.405
167.708,99.671,150.421
167.916,99.651,150.444
168.116,99.629,150.473
168.324,99.606,150.506
168.532,99.586,150.538
168.740,99.570,150.568
168.948,99.555,150.598
169.156,99.538,150.624
169.364,99.525,150.641
169.572,99.522,150.648
169.780,99.530,150.640
169.988,99.545,150.620
170.196,99.561,150.594
170.404,99.576,150.569
170.604,99.590,150.549
170.812,99.606,150.536
171.020,99.624,150.526
171.228,99.637,150.519
171.436,99.645,150.515
171.644,99.649,150.516
171.852,99.651,150.521
172.064,99.652,150.527
172.268,99.652,150.535
172.476,99.648,150.543
172.684,99.641,150.552
172.892,99.633,150.566
173.092,99.623,150.583
173.300,99.613,150.603
173.508,99.604,150.620
173.716,99.598,150.641
173.924,99.593,150.662
174.132,99.588,150.679
174.340,99.585,150.688
174.548,99.589,150.686
174.756,99.600,150.674
174.964,99.613,150.654
175.172,99.621,150.630
175.372,99.627,150.608
175.580,99.632,150.587
175.788,99.641,150.573
175.996,99.653,150.565
176.204,99.666,150.557
176.412,99.680,150.551
176.620,99.693,150.549
176.828,99.702,150.548
177.036,99.707,150.547
177.244,99.707,150.546
177.452,99.706,150.546
177.660,99.703,150.548
177.860,99.698,150.551
178.068,99.692,150.559
178.276,99.689,150.570
178.484,99.687,150.580
178.692,99.683,150.590
178.900,99.679,150.600
179.108,99.671,150.609
179.316,99.659,150.617
179.524,99.646,150.622
179.732,99.632,150.624
179.940,99.617,150.624
180.148,99.607,150.624
180.348,99.601,150.625
180.556,99.598,150.624
180.764,99.599,150.622
180.972,99.604,150.616
181.180,99.612,150.607
181.388,99.622,150.599
181.596,99.631,150.591
181.804,99.640,150.583
182.012,99.651,150.575
182.220,99.660,150.566
182.424,99.668,150.556
182.632,99.673,150.545
182.840,99.677,150.534
183.048,99.680,150.526
183.256,99.686,150.523
183.464,99.695,150.522
183.672,99.703,150.523
183.872,99.706,150.522
184.080,99.704,150.520
184.288,99.699,150.517
184.496,99.694,150.515
184.704,99.692,150.519
184.912,99.693,150.528
185.120,99.693,150.541
185.328,99.688,150.554
185.536,99.680,150.561
185.744,99.667,150.566
185.952,99.651,150.566
186.160,99.639,150.565
186.360,99.631,150.565
186.568,99.627,150.569
186.776,99.628,150.574
186.984,99.631,150.579
187.192,99.634,150.583
187.400,99.636,150.582
187.608,99.637,150.577
187.816,99.637,150.570
188.024,99.634,150.563
188.232,99.628,150.554
188.440,99.625,150.544
188.648,99.627,150.534
188.848,99.633,150.527
189.056,99.644,150.523
189.264,99.654,150.522
189.472,99.662,150.522
189.680,99.669,150.523
189.888,99.676,150.522
190.096,99.682,150.518
190.304,99.686,150.515
190.512,99.687,150.512
190.720,99.685,150.510
190.928,99.682,150.508
191.136,99.676,150.507
191.336,99.669,150.509
191.544,99.661,150.512
191.752,99.653,150.514
191.960,99.646,150.514
192.168,99.638,150.514
192.376,99.629,150.511
192.584,99.621,150.505
192.792,99.617,150.501
193.000,99.618,150.499
193.208,99.622,150.504
193.416,99.626,150.516
193.616,99.631,150.529
193.824,99.634,150.539
194.032,99.634,150.546
194.240,99.633,150.548
194.448,99.632,150.547
194.656,99.630,150.545
194.864,99.624,150.546
195.072,99.618,150.548
195.280,99.614,150.555
195.488,99.613,150.563
195.696,99.616,150.572
195.904,99.619,150.579
196.104,99.618,150.581
196.312,99.615,150.578
196.520,99.609,150.572
196.728,99.605,150.567
196.936,99.607,150.564
197.144,99.612,150.565
197.352,99.621,150.568
197.560,99.634,150.571
197.768,99.646,150.573
197.976,99.654,150.573
198.180,99.654,150.568
198.388,99.647,150.559
198.596,99.636,150.546
198.804,99.624,150.537
199.012,99.613,150.531
199.220,99.604,150.528
199.428,99.600,150.530
199.636,99.599,150.533
199.836,99.601,150.535
200.044,99.606,150.536
200.252,99.613,150.534
200.460,99.618,150.530
200.668,99.620,150.525
200.876,99.621,150.519
201.084,99.622,150.517
201.292,99.624,150.517
201.500,99.627,150.520
201.708,99.628,150.523
201.916,99.627,150.528
202.116,99.625,150.534
202.324,99.625,150.541
202.532,99.628,150.546
202.740,99.628,150.552
202.948,99.626,150.558
203.156,99.623,150.564
203.364,99.621,150.568
203.572,99.622,150.573
203.780,99.627,150.579
203.988,99.634,150.582
204.196,99.641,150.580
204.404,99.647,150.573
204.604,99.652,150.566
204.812,99.657,150.561
205.020,99.662,150.556
205.228,99.666,150.548
205.436,99.671,150.540
205.644,99.680,150.538
205.852,99.689,150.539
206.060,99.692,150.542
206.268,99.691,150.548
206.476,99.689,150.553
206.684,99.688,150.559
206.892,99.686,150.565
207.092,99.684,150.570
207.300,99.689,150.572
207.508,99.690,150.569
207.716,99.689,150.564
207.924,99.686,150.560
208.132,99.683,150.556
208.340,99.681,150.552
208.548,99.677,150.550
208.756,99.675,150.551
208.964,99.676,150.551
209.172,99.680,150.549
209.372,99.682,150.549
209.580,99.684,150.550
209.788,99.687,150.548
209.996,99.690,150.544
210.204,99.693,150.541
210.412,99.695,150.541
210.620,99.694,150.540
210.828,99.693,150.541
211.036,99.694,150.541
211.244,99.698,150.540
