t,n,e
28.092,0.016,0.001
28.292,0.013,0.001
28.500,0.010,-0.002
28.708,0.006,-0.007
28.912,0.003,-0.012
29.120,0.000,-0.017
29.324,-0.001,-0.023
29.532,-0.002,-0.030
29.736,-0.003,-0.034
29.944,-0.004,-0.036
30.152,-0.005,-0.035
30.360,-0.004,-0.033
30.568,-0.001,-0.030
30.776,0.004,-0.029
30.984,0.008,-0.028
31.192,0.012,-0.029
31.400,0.017,-0.028
31.600,0.022,-0.025
31.808,0.025,-0.022
32.008,0.026,-0.019
32.216,0.024,-0.019
32.424,0.017,-0.021
32.624,0.013,-0.021
32.832,0.012,-0.018
33.040,0.014,-0.016
33.240,0.017,-0.017
33.448,0.019,-0.020
33.648,0.022,-0.022
33.856,0.026,-0.024
34.064,0.029,-0.025
34.264,0.031,-0.025
34.472,0.032,-0.026
34.680,0.036,-0.029
34.880,0.039,-0.031
35.088,0.040,-0.031
35.296,0.041,-0.030
35.496,0.040,-0.029
35.704,0.037,-0.029
35.904,0.033,-0.032
36.112,0.028,-0.031
36.320,0.025,-0.029
36.520,0.023,-0.027
36.728,0.020,-0.025
36.936,0.018,-0.023
37.136,0.019,-0.023
37.344,0.021,-0.023
37.552,0.023,-0.024
37.752,0.021,-0.025
37.960,0.020,-0.026
38.168,0.020,-0.028
38.368,0.020,-0.030
38.576,0.022,-0.032
38.780,0.025,-0.030
38.984,0.028,-0.030
39.192,0.028,-0.031
39.404,0.028,-0.031
39.608,0.028,-0.032
39.812,0.029,-0.033
40.012,0.030,-0.033
40.212,0.031,-0.029
40.416,0.031,-0.025
40.616,0.032,-0.020
40.816,0.036,-0.017
41.024,0.041,-0.016
41.232,0.045,-0.018
41.432,0.049,-0.022
41.640,0.051,-0.026
41.840,0.050,-0.026
42.048,0.049,-0.025
42.256,0.050,-0.024
42.456,0.049,-0.021
42.664,0.049,-0.018
42.872,0.051,-0.017
43.072,0.051,-0.017
43.280,0.049,-0.015
43.484,0.046,-0.012
43.688,0.047,-0.008
43.896,0.051,-0.007
44.104,0.052,-0.008
44.304,0.052,-0.011
44.512,0.055,-0.015
44.712,0.057,-0.018
44.920,0.054,-0.021
45.128,0.048,-0.022
45.328,0.042,-0.023
45.536,0.035,-0.025
45.744,0.028,-0.029
45.948,0.021,-0.033
46.152,0.016,-0.036
46.360,0.014,-0.040
46.560,0.013,-0.041
46.768,0.011,-0.041
46.968,0.013,-0.041
47.176,0.017,-0.040
47.384,0.020,-0.040
47.584,0.021,-0.040
47.792,0.018,-0.040
48.000,0.012,-0.039
48.200,0.003,-0.038
48.408,-0.005,-0.039
48.616,-0.010,-0.041
48.816,-0.011,-0.044
49.024,-0.010,-0.049
49.232,-0.011,-0.054
49.432,-0.012,-0.057
49.640,-0.013,-0.058
49.840,-0.013,-0.057
50.048,-0.011,-0.055
50.256,-0.012,-0.051
50.456,-0.015,-0.047
50.664,-0.020,-0.044
50.872,-0.024,-0.041
51.072,-0.025,-0.037
51.280,-0.023,-0.033
51.488,-0.020,-0.029
51.688,-0.017,-0.027
51.896,-0.015,-0.027
52.104,-0.013,-0.029
52.304,-0.012,-0.033
52.512,-0.011,-0.039
52.712,-0.007,-0.042
52.920,-0.002,-0.043
53.128,0.003,-0.042
53.328,0.006,-0.040
53.536,0.007,-0.040
53.744,0.005,-0.041
53.944,0.004,-0.042
54.152,0.004,-0.041
54.360,0.006,-0.039
54.560,0.011,-0.036
54.768,0.016,-0.032
54.968,0.022,-0.029
55.176,0.028,-0.028
55.388,0.031,-0.026
55.592,0.032,-0.021
55.792,0.031,-0.017
56.000,0.026,-0.014
56.200,0.016,-0.009
56.408,0.006,-0.006
56.616,-0.002,-0.006
56.816,-0.007,-0.005
57.024,-0.008,-0.004
57.228,-0.007,-0.001
57.436,-0.004,0.003
57.636,0.001,0.008
57.844,0.006,0.015
58.052,0.010,0.020
58.252,0.012,0.023
58.460,0.014,0.026
58.668,0.016,0.028
58.868,0.021,0.024
59.076,0.026,0.019
59.276,0.031,0.014
59.484,0.036,0.011
59.692,0.037,0.007
59.892,0.037,-0.000
60.100,0.037,-0.007
60.308,0.037,-0.016
60.508,0.038,-0.025
60.716,0.038,-0.031
60.924,0.037,-0.032
61.124,0.035,-0.032
61.332,0.033,-0.034
61.540,0.030,-0.035
61.740,0.032,-0.034
61.948,0.033,-0.034
62.148,0.035,-0.032
62.356,0.037,-0.027
62.564,0.040,-0.022
62.764,0.041,-0.019
62.972,0.043,-0.021
63.180,0.044,-0.026
63.380,0.043,-0.029
63.584,0.042,-0.032
63.788,0.039,-0.034
63.988,0.036,-0.037
64.188,0.032,-0.038
64.388,0.031,-0.038
64.596,0.031,-0.035
64.796,0.032,-0.031
65.008,0.031,-0.030
65.212,0.026,-0.032
65.412,0.019,-0.033
65.620,0.012,-0.032
65.828,0.008,-0.031
66.028,0.004,-0.029
66.236,0.001,-0.030
66.436,0.001,-0.035
66.644,0.002,-0.040
66.852,0.004,-0.047
67.052,0.010,-0.055
67.260,0.019,-0.064
67.468,0.028,-0.070
67.668,0.033,-0.073
67.876,0.037,-0.073
68.084,0.039,-0.069
68.284,0.040,-0.063
68.492,0.041,-0.055
68.700,0.042,-0.048
68.900,0.043,-0.043
69.108,0.045,-0.041
69.308,0.044,-0.039
69.520,0.042,-0.038
69.724,0.038,-0.034
69.924,0.035,-0.030
70.132,0.034,-0.028
70.340,0.036,-0.028
70.540,0.038,-0.030
70.748,0.038,-0.031
70.956,0.035,-0.031
71.156,0.031,-0.027
71.364,0.025,-0.023
71.572,0.022,-0.021
71.772,0.021,-0.023
71.980,0.021,-0.026
72.180,0.020,-0.027
72.388,0.019,-0.023
72.592,0.017,-0.018
72.796,0.013,-0.015
73.004,0.007,-0.013
73.212,0.001,-0.012
73.412,-0.003,-0.009
73.620,-0.006,-0.007
73.828,-0.005,-0.006
74.028,-0.003,-0.008
74.236,-0.002,-0.011
74.436,0.001,-0.014
74.644,0.006,-0.016
74.852,0.011,-0.019
75.052,0.018,-0.023
75.260,0.023,-0.028
75.468,0.027,-0.033
75.668,0.032,-0.034
75.876,0.038,-0.032
76.084,0.043,-0.026
76.284,0.047,-0.022
76.492,0.050,-0.019
76.700,0.053,-0.017
76.900,0.055,-0.016
77.108,0.056,-0.018
77.308,0.055,-0.018
77.516,0.053,-0.015
77.724,0.050,-0.011
77.924,0.047,-0.007
78.132,0.044,-0.005
78.340,0.038,-0.004
78.540,0.034,-0.004
78.748,0.033,-0.004
78.956,0.033,-0.009
79.156,0.039,-0.023
79.364,0.049,-0.048
79.572,0.059,-0.080
79.772,0.066,-0.111
79.980,0.072,-0.135
80.180,0.073,-0.141
80.388,0.067,-0.123
80.596,0.056,-0.082
80.796,0.049,-0.045
81.004,0.049,-0.029
81.212,0.056,-0.039
81.412,0.062,-0.062
81.620,0.065,-0.084
81.828,0.064,-0.091
82.028,0.059,-0.081
82.236,0.050,-0.056
82.436,0.042,-0.027
82.644,0.035,-0.003
82.852,0.032,0.010
83.052,0.031,0.009
83.256,0.029,-0.001
83.460,0.027,-0.014
83.660,0.025,-0.023
83.860,0.024,-0.026
84.060,0.022,-0.023
84.260,0.021,-0.016
84.468,0.018,-0.006
84.668,0.016,0.002
84.876,0.015,0.006
85.084,0.016,0.009
85.284,0.014,0.010
85.492,0.007,0.011
85.700,-0.004,0.011
85.900,-0.012,0.008
86.108,-0.016,0.004
86.308,-0.013,-0.001
86.516,-0.007,-0.005
86.724,0.003,-0.010
86.924,0.011,-0.014
87.132,0.017,-0.014
87.340,0.017,-0.009
87.540,0.010,-0.004
87.748,0.003,-0.002
87.956,0.000,-0.005
88.156,0.004,-0.011
88.364,0.015,-0.019
88.572,0.028,-0.026
88.772,0.040,-0.028
88.980,0.047,-0.023
89.180,0.048,-0.014
89.388,0.043,-0.006
89.596,0.037,-0.006
89.796,0.032,-0.012
90.004,0.029,-0.020
90.212,0.030,-0.024
90.412,0.037,-0.024
90.620,0.048,-0.021
90.828,0.055,-0.019
91.028,0.057,-0.021
91.236,0.052,-0.031
91.436,0.044,-0.046
91.644,0.038,-0.061
91.852,0.035,-0.070
92.052,0.037,-0.072
92.260,0.044,-0.066
92.468,0.055,-0.057
92.668,0.066,-0.050
92.876,0.074,-0.046
93.084,0.076,-0.048
93.284,0.075,-0.052
93.492,0.073,-0.056
93.700,0.070,-0.053
93.900,0.067,-0.044
94.108,0.063,-0.037
94.308,0.058,-0.035
94.516,0.054,-0.038
94.724,0.050,-0.042
94.924,0.050,-0.042
95.132,0.052,-0.034
95.340,0.051,-0.022
95.540,0.048,-0.011
95.748,0.044,-0.006
95.956,0.038,-0.009
96.156,0.031,-0.014
96.364,0.027,-0.015
96.572,0.028,-0.008
96.772,0.031,0.003
96.980,0.034,0.010
97.180,0.037,0.010
97.388,0.039,0.003
97.596,0.040,-0.006
97.796,0.040,-0.011
98.004,0.039,-0.010
98.212,0.040,-0.005
98.412,0.044,0.001
98.620,0.050,0.004
98.828,0.056,0.004
99.028,0.059,0.001
99.236,0.056,0.001
99.436,0.049,0.003
99.644,0.039,0.007
99.852,0.030,0.012
100.052,0.023,0.015
100.260,0.021,0.016
100.468,0.023,0.016
100.668,0.025,0.014
100.876,0.024,0.010
101.084,0.022,0.007
101.284,0.019,0.006
101.492,0.020,0.010
101.700,0.023,0.014
101.900,0.027,0.015
102.108,0.031,0.014
102.308,0.034,0.012
102.516,0.036,0.008
102.724,0.035,0.004
102.924,0.031,-0.001
103.132,0.025,-0.006
103.340,0.017,-0.009
103.540,0.012,-0.008
103.748,0.013,-0.004
103.956,0.019,-0.001
104.156,0.025,-0.002
104.364,0.031,-0.007
104.572,0.035,-0.012
104.772,0.034,-0.017
104.980,0.031,-0.019
105.180,0.026,-0.020
105.388,0.020,-0.021
105.596,0.014,-0.024
105.796,0.010,-0.026
106.004,0.010,-0.029
106.212,0.013,-0.032
106.412,0.021,-0.035
106.620,0.029,-0.037
106.828,0.029,-0.039
107.028,0.023,-0.039
107.236,0.011,-0.039
107.436,-0.003,-0.035
107.644,-0.013,-0.029
107.852,-0.013,-0.021
108.052,-0.003,-0.012
108.260,0.012,-0.003
108.468,0.030,0.003
108.668,0.051,0.004
108.876,0.073,0.002
109.084,0.093,-0.001
109.284,0.108,-0.005
109.492,0.121,-0.009
109.700,0.131,-0.012
109.900,0.140,-0.015
110.108,0.155,-0.017
110.308,0.173,-0.017
110.520,0.195,-0.015
110.724,0.216,-0.017
110.924,0.232,-0.019
111.132,0.245,-0.023
111.340,0.253,-0.028
111.540,0.256,-0.036
111.748,0.257,-0.047
111.956,0.258,-0.057
112.156,0.263,-0.062
112.364,0.271,-0.067
112.572,0.281,-0.073
112.772,0.292,-0.081
112.980,0.305,-0.090
113.180,0.317,-0.096
113.388,0.329,-0.100
113.596,0.335,-0.103
113.796,0.337,-0.105
114.004,0.338,-0.107
114.212,0.341,-0.109
114.412,0.349,-0.110
114.620,0.360,-0.111
114.828,0.372,-0.112
115.028,0.380,-0.116
115.236,0.386,-0.124
115.436,0.391,-0.132
115.644,0.395,-0.139
115.852,0.398,-0.144
116.052,0.400,-0.145
116.260,0.401,-0.142
116.468,0.402,-0.137
116.668,0.402,-0.134
116.876,0.400,-0.134
117.084,0.395,-0.135
117.284,0.389,-0.136
117.488,0.384,-0.138
117.692,0.379,-0.140
117.892,0.374,-0.140
118.092,0.373,-0.138
118.292,0.371,-0.135
118.492,0.372,-0.131
118.700,0.375,-0.129
118.900,0.377,-0.130
119.108,0.377,-0.131
119.308,0.375,-0.130
119.516,0.383,-0.131
119.724,0.423,-0.130
119.924,0.516,-0.128
120.132,0.708,-0.125
120.340,1.046,-0.125
120.540,1.557,-0.133
120.748,2.340,-0.158
120.956,3.445,-0.199
121.156,4.881,-0.251
121.364,6.836,-0.311
121.572,9.348,-0.381
121.772,12.363,-0.451
121.976,15.873,-0.511
122.180,19.687,-0.481
122.388,23.731,-0.174
122.596,27.632,0.400
122.800,31.155,1.026
123.004,34.614,1.590
123.212,37.937,1.988
123.412,41.049,2.205
123.620,44.223,2.284
123.828,47.344,2.243
124.028,50.304,2.128
124.236,53.354,1.971
124.436,56.275,1.820
124.644,59.318,1.693
124.852,62.381,1.619
125.052,65.357,1.614
125.260,68.492,1.679
125.468,71.673,1.804
125.668,74.772,1.960
125.876,78.034,2.128
126.084,81.327,2.270
126.284,84.507,2.356
126.492,87.813,2.383
126.700,91.105,2.348
126.900,94.241,2.268
127.108,97.466,2.156
127.308,100.527,2.043
127.516,103.673,1.937
127.724,106.784,1.858
127.924,109.753,1.812
128.132,112.826,1.792
128.340,115.892,1.795
128.548,118.954,1.816
128.756,122.012,1.840
128.964,125.070,1.861
129.172,128.129,1.867
129.372,131.073,1.858
129.580,134.135,1.827
129.788,137.194,1.774
129.996,140.250,1.708
130.204,143.301,1.632
130.412,146.341,1.555
130.620,149.370,1.486
130.828,152.388,1.425
131.036,155.390,1.371
131.244,158.379,1.324
131.448,161.245,1.283
131.656,164.214,1.239
131.864,167.172,1.196
132.072,170.121,1.152
132.280,173.061,1.104
132.488,175.992,1.055
132.696,178.922,1.006
132.904,181.850,0.957
133.104,184.662,0.912
133.312,187.583,0.867
133.520,190.499,0.828
133.728,193.408,0.808
133.936,196.311,0.829
134.144,199.206,0.912
134.352,202.095,1.083
134.560,204.979,1.368
134.768,207.854,1.787
134.976,210.715,2.355
135.184,213.560,3.079
135.392,216.390,3.968
135.592,219.091,4.982
135.800,221.875,6.207
136.008,224.620,7.616
136.216,227.314,9.219
136.424,229.943,11.028
136.632,232.485,13.051
136.840,234.913,15.300
137.048,237.195,17.782
137.256,239.294,20.491
137.464,241.175,23.411
137.672,242.804,26.516
137.872,244.110,29.645
138.080,245.188,32.997
138.288,245.990,36.391
138.496,246.555,39.765
138.704,246.939,43.068
138.912,247.207,46.263
139.120,247.419,49.339
139.328,247.615,52.301
139.536,247.817,55.161
139.740,248.023,57.836
139.948,248.244,60.568
140.156,248.461,63.275
140.364,248.655,65.976
140.572,248.814,68.688
140.780,248.926,71.427
140.988,248.983,74.206
141.196,248.983,77.037
141.404,248.931,79.925
141.604,248.844,82.758
141.812,248.734,85.762
142.020,248.622,88.815
142.228,248.524,91.903
142.436,248.452,95.009
142.644,248.410,98.117
142.852,248.395,101.212
143.060,248.405,104.280
143.268,248.432,107.315
143.476,248.477,110.309
143.684,248.536,113.257
143.892,248.601,116.157
144.092,248.667,118.907
144.300,248.732,121.732
144.508,248.791,124.528
144.716,248.842,127.303
144.924,248.882,130.066
145.132,248.912,132.822
145.340,248.938,135.578
145.548,248.963,138.344
145.756,248.992,141.126
145.964,249.026,143.925
146.172,249.068,146.745
146.372,249.115,149.480
146.580,249.173,152.346
146.788,249.240,155.232
146.996,249.316,158.132
147.204,249.394,161.046
147.412,249.469,163.969
147.620,249.538,166.896
147.828,249.599,169.826
148.036,249.651,172.747
148.244,249.692,175.655
148.452,249.721,178.546
148.660,249.739,181.421
148.860,249.747,184.169
149.068,249.747,187.012
149.276,249.740,189.841
149.484,249.730,192.657
149.692,249.720,195.461
149.900,249.711,198.255
150.108,249.703,201.039
150.316,249.693,203.816
150.524,249.681,206.592
150.732,249.668,209.370
150.940,249.656,212.157
151.148,249.644,214.958
151.348,249.632,217.666
151.556,249.620,220.499
151.764,249.611,223.349
151.972,249.603,226.212
152.180,249.599,229.084
152.388,249.601,231.967
152.596,249.609,234.859
152.804,249.625,237.760
153.012,249.649,240.663
153.220,249.681,243.575
153.428,249.734,246.459
153.636,249.817,249.257
153.836,249.914,251.874
154.044,250.019,254.528
154.252,250.115,257.118
154.460,250.195,259.639
154.668,250.257,262.078
154.876,250.302,264.428
155.084,250.336,266.682
155.292,250.366,268.841
155.500,250.394,270.915
155.708,250.423,272.904
155.916,250.452,274.803
156.116,250.479,276.545
156.324,250.504,278.273
156.532,250.530,279.921
156.740,250.557,281.497
156.948,250.587,283.003
157.156,250.619,284.441
157.364,250.650,285.816
157.572,250.677,287.129
157.780,250.701,288.382
157.988,250.720,289.572
158.196,250.737,290.699
158.404,250.742,291.800
158.604,250.742,292.795
158.812,250.737,293.650
159.020,250.726,294.147
159.228,250.709,294.149
159.436,250.683,293.665
159.644,250.648,292.732
159.852,250.603,291.439
160.060,250.557,289.898
160.268,250.525,288.268
160.476,250.517,286.766
160.684,250.540,285.468
160.892,250.587,284.346
161.092,250.641,283.385
161.300,250.682,282.458
161.508,250.686,281.570
161.716,250.637,280.703
161.924,250.544,279.829
162.132,250.444,278.888
162.340,250.378,277.833
162.548,250.369,276.661
162.756,250.414,275.411
162.964,250.485,274.149
163.172,250.545,272.939
163.372,250.572,271.840
163.580,250.563,270.757
163.788,250.518,269.721
163.996,250.450,268.727
164.204,250.375,267.769
164.412,250.310,266.820
164.620,250.269,265.839
164.828,250.261,264.790
165.036,250.277,263.670
165.244,250.300,262.504
165.452,250.313,261.335
165.660,250.307,260.201
165.860,250.283,259.160
166.068,250.244,258.129
166.276,250.199,257.143
166.484,250.157,256.184
166.692,250.123,255.221
166.900,250.104,254.243
167.108,250.105,253.321
167.316,250.128,252.533
167.524,250.167,251.906
167.732,250.210,251.432
167.940,250.247,251.091
168.148,250.268,250.856
168.348,250.266,250.709
168.556,250.240,250.613
168.764,250.198,250.556
168.972,250.147,250.529
169.180,250.093,250.534
169.388,250.036,250.587
169.596,249.993,250.647
169.804,249.962,250.697
170.012,249.941,250.736
170.220,249.929,250.765
170.428,249.933,250.777
170.636,249.942,250.768
170.836,249.948,250.740
171.044,249.949,250.693
171.252,249.944,250.640
171.460,249.941,250.588
171.668,249.943,250.543
171.876,249.951,250.509
172.084,249.963,250.487
172.292,249.973,250.475
172.500,249.979,250.473
172.708,249.980,250.477
172.916,249.978,250.488
173.116,249.978,250.504
173.324,249.981,250.526
173.532,249.981,250.550
173.740,249.981,250.574
173.948,249.975,250.602
174.156,249.965,250.629
174.364,249.951,250.654
174.572,249.937,250.676
174.780,249.928,250.698
174.988,249.925,250.721
175.196,249.928,250.746
175.404,249.936,250.763
175.604,249.946,250.766
175.812,249.955,250.749
176.020,249.962,250.717
176.228,249.966,250.680
176.436,249.968,250.644
176.644,249.967,250.613
176.852,249.965,250.587
177.060,249.967,250.563
177.268,249.970,250.544
177.476,249.973,250.532
177.684,249.975,250.527
177.892,249.976,250.527
178.092,249.979,250.527
178.300,249.981,250.527
178.508,249.984,250.533
178.716,249.985,250.545
178.924,249.985,250.563
179.132,249.983,250.586
179.340,249.980,250.609
179.548,249.977,250.630
179.756,249.973,250.649
179.964,249.967,250.666
180.172,249.959,250.680
180.372,249.954,250.690
180.580,249.951,250.698
180.788,249.947,250.700
180.996,249.946,250.693
181.204,249.948,250.675
181.412,249.954,250.647
181.620,249.963,250.619
181.828,249.974,250.589
182.036,249.987,250.561
182.244,249.999,250.536
182.452,250.010,250.516
182.660,250.020,250.499
182.860,250.025,250.487
183.068,250.029,250.481
183.276,250.030,250.480
183.484,250.031,250.485
183.688,250.033,250.495
183.892,250.036,250.507
184.092,250.035,250.524
184.300,250.027,250.542
184.508,250.015,250.561
184.716,250.000,250.582
184.924,249.984,250.605
185.132,249.969,250.627
185.340,249.957,250.646
185.548,249.951,250.662
185.756,249.951,250.676
185.964,249.954,250.688
186.172,249.957,250.694
186.372,249.957,250.697
186.580,249.955,250.696
186.788,249.953,250.686
186.996,249.955,250.670
187.204,249.961,250.654
187.412,249.970,250.639
187.620,249.984,250.623
187.828,250.002,250.609
188.036,250.017,250.596
188.244,250.026,250.583
188.452,250.025,250.571
188.660,250.020,250.561
188.860,250.014,250.556
189.068,250.006,250.555
189.276,249.999,250.559
189.484,249.997,250.565
189.692,250.000,250.575
189.900,250.006,250.587
190.108,250.008,250.598
190.316,250.003,250.606
190.524,249.992,250.610
190.732,249.980,250.612
190.940,249.973,250.612
191.148,249.973,250.614
191.348,249.975,250.617
191.556,249.980,250.621
191.764,249.983,250.623
191.972,249.985,250.623
192.180,249.985,250.620
192.388,249.985,250.614
192.596,249.983,250.607
192.804,249.980,250.601
193.012,249.976,250.595
193.220,249.978,250.591
193.428,249.983,250.587
193.636,249.988,250.586
193.836,249.991,250.588
194.044,249.991,250.592
194.252,249.987,250.601
194.460,249.983,250.609
194.668,249.977,250.612
194.876,249.971,250.612
195.084,249.967,250.613
195.292,249.965,250.615
195.500,249.966,250.616
195.708,249.969,250.614
195.916,249.971,250.608
196.116,249.972,250.601
196.324,249.972,250.590
196.532,249.970,250.579
196.740,249.969,250.571
196.948,249.969,250.566
197.156,249.971,250.563
197.364,249.974,250.565
197.572,249.979,250.566
197.780,249.983,250.567
197.988,249.989,250.565
198.196,249.996,250.565
198.404,250.002,250.565
198.604,250.003,250.566
198.812,250.001,250.569
199.020,249.999,250.573
199.228,249.996,250.575
199.436,249.995,250.578
199.644,249.996,250.585
199.852,249.998,250.593
200.060,249.999,250.601
200.268,249.999,250.609
200.476,249.997,250.616
200.684,249.994,250.624
200.892,249.990,250.631
201.092,249.987,250.636
201.300,249.985,250.641
201.508,249.983,250.643
201.716,249.982,250.640
201.924,249.984,250.633
202.132,249.985,250.625
202.340,249.985,250.617
202.548,249.984,250.608
202.756,249.983,250.600
202.964,249.981,250.594
203.172,249.979,250.591
203.372,249.978,250.590
203.580,249.982,250.588
203.788,249.990,250.585
203.996,249.998,250.583
204.204,250.004,250.581
204.412,250.007,250.581
204.620,250.003,250.582
204.828,249.994,250.583
205.036,249.987,250.582
205.244,249.986,250.579
205.452,249.989,250.576
205.660,249.995,250.574
205.860,250.000,250.576
206.068,250.003,250.579
206.276,250.004,250.584
206.484,250.000,250.590
206.692,249.993,250.593
206.900,249.987,250.597
207.108,249.982,250.600
207.316,249.977,250.601
207.524,249.972,250.602
207.732,249.970,250.603
207.940,249.969,250.601
208.148,249.971,250.597
208.348,249.974,250.593
208.556,249.978,250.591
208.764,249.981,250.592
208.972,249.979,250.591
209.180,249.973,250.590
209.388,249.968,250.588
209.596,249.966,250.588
209.804,249.967,250.589
210.012,249.966,250.592
210.220,249.961,250.596
210.428,249.952,250.601
210.636,249.942,250.607
210.836,249.934,250.613
211.044,249.931,250.620
211.252,249.930,250.626
211.460,249.921,250.625
211.668,249.915,250.623
211.876,249.914,250.620
212.084,249.916,250.616
212.292,249.919,250.613
212.500,249.923,250.610
212.708,249.925,250.610
212.912,249.925,250.610
213.120,249.925,250.609
213.328,249.926,250.609
213.536,249.927,250.608
213.744,249.926,250.608
213.952,249.925,250.608
214.160,249.925,250.607
214.360,249.925,250.605
214.568,249.925,250.602
214.776,249.926,250.601
214.984,249.925,250.600
215.192,249.925,250.599
