[INFO] [launch]: All log files can be found below /root/.ros/log/2026-07-25-06-32-05-219952-doksuri-259
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [telemetry_node-1]: process started with pid [261]
[offboard_node-2] [WARN] [1784961127.932021668] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.032075370] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.132089148] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.232195798] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.332124961] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.432117052] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.532163219] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.632128402] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.732138235] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.832163901] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961128.932109399] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.032142195] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.132327850] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.232320239] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.332157884] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.432127439] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.532125570] [offboard_node]: /mavros/cmd/arming 서비스 없음
[telemetry_node-1] [INFO] [1784961129.611356852] [telemetry_node]: pos_ned=[0. 0. 0.]  yaw=0.000  armed=False  vtol=0  batt=0.00V/100%
[offboard_node-2] [WARN] [1784961129.631979159] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.732181536] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.832150925] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961129.932122425] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.032099574] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.132124115] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.232127933] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.332125639] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.432131717] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.532113682] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.632128296] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.732105002] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.832104098] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961130.932123713] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.032123957] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.132128758] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.232179375] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.332211548] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.432117346] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.532111148] [offboard_node]: /mavros/cmd/arming 서비스 없음
[telemetry_node-1] [INFO] [1784961131.611353933] [telemetry_node]: pos_ned=[0. 0. 0.]  yaw=0.000  armed=False  vtol=0  batt=0.00V/100%
[offboard_node-2] [WARN] [1784961131.632088207] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.732168104] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.832143460] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961131.932101852] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.032133877] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.132201831] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.232145058] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.332119750] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.432147461] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.532124930] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.632103974] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.732173705] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.832172101] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961132.932132088] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.032097557] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.132132567] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.232114094] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.332100269] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.432114519] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.532138510] [offboard_node]: /mavros/cmd/arming 서비스 없음
[telemetry_node-1] [INFO] [1784961133.611395836] [telemetry_node]: pos_ned=[0. 0. 0.]  yaw=0.000  armed=False  vtol=0  batt=0.00V/100%
[offboard_node-2] [WARN] [1784961133.632211799] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.732132195] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.832156723] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961133.932134490] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.032097221] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.132146029] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.232139892] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.332140384] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.432142840] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.532134239] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.632308626] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.732366675] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.832282091] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961134.932163728] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.032153887] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.132201087] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.232174062] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.332104313] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.432131494] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.532189323] [offboard_node]: /mavros/cmd/arming 서비스 없음
[telemetry_node-1] [INFO] [1784961135.611387225] [telemetry_node]: pos_ned=[0. 0. 0.]  yaw=0.000  armed=False  vtol=0  batt=0.00V/100%
[offboard_node-2] [WARN] [1784961135.632077203] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.732150996] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.832118637] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961135.932177911] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.032227425] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.132127697] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.232115452] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.332094670] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.432127130] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.532123311] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.632119585] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.732105766] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.832215617] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961136.932118981] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.032123829] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.132123698] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.232155641] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.332151806] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.432111062] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.532118227] [offboard_node]: /mavros/cmd/arming 서비스 없음
[telemetry_node-1] [INFO] [1784961137.611362670] [telemetry_node]: pos_ned=[0. 0. 0.]  yaw=0.000  armed=False  vtol=0  batt=0.00V/100%
[offboard_node-2] [WARN] [1784961137.632081576] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.732151280] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.832194724] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961137.932098423] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.032214296] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.132190202] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.232114867] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.332132682] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.432102626] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.532130349] [offboard_node]: /mavros/cmd/arming 서비스 없음
[offboard_node-2] [WARN] [1784961138.632095274] [offboard_node]: /mavros/cmd/arming 서비스 없음
