t,n,e
21.692,0.010,-0.006
21.900,0.017,-0.005
22.100,0.022,-0.003
22.308,0.026,-0.002
22.516,0.029,0.001
22.716,0.029,0.001
22.924,0.027,-0.001
23.132,0.025,-0.004
23.340,0.023,-0.007
23.548,0.022,-0.010
23.748,0.019,-0.014
23.956,0.013,-0.015
24.164,0.007,-0.014
24.372,0.003,-0.010
24.580,0.000,-0.002
24.780,0.000,0.005
24.988,0.001,0.010
25.196,-0.001,0.013
25.404,-0.005,0.013
25.612,-0.009,0.011
25.812,-0.011,0.006
26.020,-0.012,0.004
26.228,-0.013,0.003
26.436,-0.011,0.003
26.644,-0.007,0.004
26.844,-0.001,0.004
27.052,0.005,0.000
27.260,0.011,-0.003
27.468,0.016,-0.005
27.676,0.022,-0.007
27.876,0.026,-0.010
28.084,0.031,-0.013
28.292,0.034,-0.013
28.500,0.035,-0.011
28.708,0.033,-0.008
28.908,0.028,-0.005
29.116,0.019,0.001
29.324,0.010,0.005
29.532,0.000,0.009
29.740,-0.007,0.012
29.940,-0.014,0.014
30.144,-0.019,0.013
30.344,-0.023,0.008
30.552,-0.022,0.003
30.760,-0.020,-0.001
30.968,-0.019,-0.002
31.176,-0.019,-0.001
31.376,-0.018,-0.001
31.580,-0.019,-0.002
31.780,-0.021,-0.001
31.984,-0.021,-0.000
32.192,-0.019,-0.000
32.392,-0.015,-0.001
32.600,-0.012,-0.001
32.808,-0.009,-0.002
33.008,-0.007,-0.005
33.216,-0.005,-0.011
33.424,-0.005,-0.016
33.624,-0.005,-0.020
33.832,-0.006,-0.023
34.040,-0.006,-0.025
34.240,-0.007,-0.028
34.448,-0.008,-0.030
34.648,-0.010,-0.030
34.856,-0.010,-0.025
35.064,-0.009,-0.018
35.264,-0.012,-0.010
35.472,-0.016,-0.003
35.680,-0.019,0.002
35.880,-0.018,0.005
36.088,-0.016,0.008
36.296,-0.012,0.012
36.496,-0.009,0.015
36.704,-0.009,0.017
36.904,-0.007,0.017
37.112,-0.005,0.015
37.320,-0.004,0.012
37.520,-0.006,0.009
37.728,-0.010,0.007
37.936,-0.013,0.002
38.136,-0.014,-0.001
38.344,-0.012,-0.004
38.552,-0.010,-0.007
38.752,-0.008,-0.010
38.960,-0.007,-0.011
39.168,-0.003,-0.011
39.368,-0.001,-0.009
39.576,-0.000,-0.007
39.776,-0.002,-0.006
39.984,-0.003,-0.004
40.188,-0.003,-0.001
40.396,-0.002,-0.001
40.604,-0.004,-0.002
40.804,-0.007,-0.002
41.012,-0.010,0.000
41.212,-0.013,0.003
41.420,-0.018,0.007
41.628,-0.023,0.011
41.828,-0.026,0.014
42.036,-0.029,0.015
42.244,-0.033,0.014
42.444,-0.037,0.013
42.652,-0.041,0.012
42.860,-0.046,0.008
43.060,-0.051,0.004
43.268,-0.057,0.002
43.468,-0.062,0.002
43.676,-0.063,0.001
43.884,-0.062,-0.000
44.088,-0.060,-0.001
44.296,-0.054,-0.003
44.496,-0.049,-0.004
44.704,-0.048,-0.008
44.904,-0.047,-0.012
45.112,-0.047,-0.015
45.320,-0.047,-0.018
45.520,-0.046,-0.020
45.728,-0.046,-0.020
45.936,-0.045,-0.021
46.136,-0.043,-0.023
46.344,-0.041,-0.024
46.552,-0.040,-0.023
46.752,-0.037,-0.020
46.960,-0.035,-0.020
47.168,-0.036,-0.019
47.368,-0.036,-0.020
47.576,-0.037,-0.018
47.776,-0.035,-0.015
47.984,-0.033,-0.010
48.192,-0.031,-0.002
48.392,-0.029,0.007
48.600,-0.028,0.015
48.808,-0.028,0.020
49.008,-0.028,0.022
49.216,-0.027,0.021
49.424,-0.023,0.018
49.624,-0.021,0.017
49.832,-0.020,0.015
50.040,-0.018,0.011
50.240,-0.016,0.006
50.448,-0.016,0.001
50.648,-0.017,-0.004
50.852,-0.018,-0.009
51.056,-0.018,-0.014
51.260,-0.019,-0.016
51.464,-0.016,-0.016
51.664,-0.012,-0.013
51.876,-0.006,-0.011
52.076,-0.002,-0.011
52.280,0.002,-0.012
52.488,0.006,-0.013
52.688,0.010,-0.016
52.892,0.015,-0.018
53.100,0.019,-0.019
53.308,0.023,-0.018
53.508,0.025,-0.017
53.716,0.025,-0.012
53.924,0.026,-0.005
54.124,0.026,0.003
54.332,0.025,0.009
54.540,0.023,0.013
54.744,0.022,0.012
54.944,0.024,0.011
55.152,0.027,0.010
55.360,0.027,0.008
55.560,0.026,0.006
55.768,0.024,0.005
55.968,0.020,0.004
56.176,0.015,0.002
56.384,0.009,-0.001
56.588,0.003,-0.005
56.792,-0.003,-0.009
57.000,-0.009,-0.014
57.200,-0.013,-0.016
57.408,-0.016,-0.017
57.616,-0.018,-0.016
57.816,-0.017,-0.014
58.024,-0.013,-0.013
58.232,-0.009,-0.013
58.432,-0.004,-0.012
58.640,0.002,-0.011
58.840,0.009,-0.010
59.048,0.015,-0.010
59.256,0.020,-0.012
59.456,0.023,-0.013
59.664,0.025,-0.011
59.872,0.027,-0.007
60.072,0.030,-0.004
60.280,0.033,-0.000
60.488,0.034,0.002
60.692,0.035,0.004
60.892,0.034,0.005
61.100,0.032,0.006
61.308,0.032,0.006
61.508,0.031,0.005
61.716,0.030,0.002
61.924,0.030,-0.001
62.124,0.029,-0.003
62.332,0.027,-0.004
62.540,0.024,-0.004
62.740,0.019,-0.005
62.948,0.013,-0.004
63.148,0.006,-0.006
63.356,0.001,-0.009
63.564,-0.003,-0.009
63.764,-0.007,-0.010
63.972,-0.008,-0.007
64.180,-0.006,0.000
64.388,-0.001,0.004
64.596,0.005,0.006
64.796,0.012,0.006
65.000,0.018,0.008
65.204,0.021,0.009
65.404,0.021,0.009
65.604,0.020,0.009
65.804,0.018,0.011
66.004,0.015,0.012
66.216,0.014,0.010
66.420,0.011,0.010
66.620,0.007,0.012
66.828,0.003,0.015
67.028,-0.000,0.016
67.236,-0.001,0.019
67.436,0.001,0.021
67.644,0.006,0.021
67.852,0.010,0.020
68.052,0.014,0.022
68.260,0.016,0.024
68.468,0.012,0.024
68.668,0.007,0.024
68.876,0.004,0.025
69.084,0.002,0.025
69.284,-0.000,0.022
69.492,-0.003,0.021
69.700,-0.007,0.023
69.900,-0.010,0.024
70.108,-0.013,0.023
70.308,-0.014,0.020
70.516,-0.015,0.014
70.724,-0.016,0.009
70.924,-0.014,0.005
71.132,-0.008,0.002
71.340,-0.002,-0.000
71.540,0.003,-0.002
71.748,0.007,-0.001
71.952,0.009,-0.002
72.152,0.008,-0.005
72.352,0.004,-0.007
72.552,-0.002,-0.008
72.760,-0.008,-0.008
72.964,-0.011,-0.007
73.164,-0.011,-0.006
73.364,-0.009,-0.004
73.572,-0.006,-0.000
73.772,-0.002,0.002
73.980,0.001,0.005
74.180,0.002,0.006
74.388,0.001,0.006
74.596,0.001,0.004
74.796,0.002,0.003
75.004,0.006,0.002
75.212,0.012,-0.000
75.412,0.020,-0.000
75.620,0.027,0.000
75.832,0.031,0.002
76.032,0.030,0.005
76.232,0.028,0.008
76.432,0.025,0.015
76.632,0.019,0.022
76.840,0.015,0.029
77.040,0.017,0.033
77.248,0.019,0.034
77.456,0.020,0.035
77.656,0.019,0.036
77.864,0.015,0.039
78.072,0.013,0.040
78.272,0.013,0.038
78.480,0.012,0.036
78.680,0.012,0.034
78.888,0.011,0.035
79.096,0.012,0.039
79.296,0.011,0.043
79.504,0.011,0.047
79.712,0.007,0.049
79.912,0.006,0.052
80.120,0.008,0.052
80.328,0.010,0.050
80.528,0.009,0.048
80.736,0.008,0.046
80.936,0.009,0.043
81.144,0.010,0.040
81.352,0.010,0.037
81.552,0.011,0.034
81.760,0.014,0.031
81.968,0.015,0.027
82.168,0.014,0.024
82.376,0.012,0.021
82.584,0.008,0.017
82.784,0.003,0.011
82.992,-0.003,0.003
83.200,-0.006,-0.004
83.400,-0.007,-0.007
83.608,-0.005,-0.010
83.808,-0.004,-0.010
84.016,-0.001,-0.008
84.224,0.001,-0.009
84.424,0.002,-0.017
84.632,-0.004,-0.033
84.840,-0.011,-0.059
85.040,-0.021,-0.090
85.248,-0.033,-0.122
85.456,-0.046,-0.145
85.656,-0.051,-0.148
85.864,-0.042,-0.122
86.072,-0.022,-0.081
86.272,-0.008,-0.056
86.480,-0.004,-0.058
86.680,-0.010,-0.082
86.888,-0.025,-0.111
87.096,-0.039,-0.126
87.296,-0.043,-0.119
87.504,-0.036,-0.089
87.712,-0.024,-0.048
87.912,-0.011,-0.013
88.120,0.002,0.009
88.328,0.008,0.012
88.528,0.007,-0.002
88.736,0.001,-0.023
88.936,-0.006,-0.037
89.144,-0.013,-0.039
89.352,-0.013,-0.028
89.552,-0.007,-0.008
89.760,0.003,0.012
89.968,0.014,0.027
90.168,0.021,0.033
90.376,0.024,0.027
90.584,0.024,0.014
90.784,0.023,0.004
90.992,0.020,-0.000
91.200,0.017,0.003
91.400,0.016,0.012
91.608,0.016,0.024
91.808,0.016,0.035
92.016,0.013,0.042
92.224,0.009,0.040
92.424,0.004,0.029
92.632,0.001,0.016
92.840,-0.003,0.008
93.040,-0.006,0.003
93.248,-0.008,0.005
93.456,-0.012,0.013
93.656,-0.016,0.021
93.864,-0.017,0.022
94.072,-0.012,0.017
94.272,-0.004,0.010
94.480,-0.000,0.008
94.680,-0.003,0.011
94.888,-0.012,0.019
95.096,-0.020,0.025
95.296,-0.024,0.025
95.504,-0.020,0.022
95.712,-0.012,0.017
95.912,-0.003,0.015
96.120,0.001,0.014
96.328,-0.000,0.012
96.528,-0.003,0.007
96.736,-0.006,-0.000
96.936,-0.004,-0.006
97.144,-0.001,-0.006
97.352,0.000,-0.000
97.552,-0.001,0.007
97.760,-0.004,0.009
97.968,-0.009,0.006
98.168,-0.016,-0.003
98.376,-0.023,-0.011
98.584,-0.025,-0.010
98.784,-0.024,-0.002
98.992,-0.022,0.007
99.200,-0.017,0.010
99.400,-0.012,0.006
99.608,-0.009,-0.002
99.808,-0.009,-0.008
100.016,-0.015,-0.008
100.224,-0.024,-0.005
100.424,-0.034,-0.000
100.632,-0.043,0.003
100.840,-0.044,-0.001
101.040,-0.038,-0.011
101.248,-0.028,-0.023
101.456,-0.022,-0.029
101.656,-0.018,-0.029
101.864,-0.018,-0.022
102.072,-0.020,-0.014
102.272,-0.024,-0.010
102.480,-0.026,-0.009
102.680,-0.027,-0.011
102.888,-0.023,-0.012
103.096,-0.019,-0.009
103.296,-0.015,-0.001
103.504,-0.008,0.005
103.712,-0.002,0.006
103.912,0.001,0.000
104.120,0.001,-0.009
104.328,-0.002,-0.015
104.528,-0.005,-0.014
104.736,-0.007,-0.006
104.936,-0.005,0.000
105.144,0.001,0.002
105.352,0.011,-0.001
105.552,0.020,-0.005
105.760,0.029,-0.010
105.968,0.032,-0.013
106.168,0.029,-0.014
106.376,0.023,-0.013
106.584,0.014,-0.012
106.784,0.006,-0.011
106.992,-0.001,-0.009
107.200,-0.003,-0.006
107.400,0.001,-0.005
107.608,0.007,-0.006
107.808,0.011,-0.009
108.016,0.010,-0.014
108.224,0.007,-0.019
108.424,0.002,-0.019
108.632,-0.004,-0.013
108.840,-0.006,-0.004
109.040,-0.002,0.004
109.248,0.006,0.011
109.456,0.011,0.014
109.656,0.013,0.013
109.864,0.012,0.011
110.072,0.009,0.009
110.272,0.004,0.006
110.480,0.003,0.007
110.680,0.004,0.010
110.888,0.008,0.013
111.096,0.011,0.015
111.296,0.011,0.017
111.504,0.008,0.016
111.712,0.002,0.013
111.912,-0.003,0.009
112.120,-0.006,0.004
112.328,-0.006,0.001
112.528,-0.008,-0.000
112.736,-0.011,-0.002
112.936,-0.017,-0.004
113.144,-0.028,-0.007
113.352,-0.039,-0.012
113.552,-0.048,-0.017
113.760,-0.054,-0.025
113.968,-0.055,-0.034
114.168,-0.053,-0.040
114.376,-0.045,-0.047
114.584,-0.029,-0.058
114.784,-0.008,-0.072
114.992,0.012,-0.088
115.200,0.030,-0.103
115.400,0.046,-0.118
115.608,0.058,-0.133
115.808,0.068,-0.145
116.016,0.079,-0.155
116.224,0.092,-0.163
116.428,0.105,-0.170
116.628,0.118,-0.179
116.828,0.129,-0.188
117.028,0.140,-0.200
117.236,0.153,-0.217
117.436,0.165,-0.234
117.644,0.177,-0.250
117.852,0.187,-0.264
118.052,0.196,-0.278
118.260,0.204,-0.290
118.468,0.211,-0.296
118.668,0.219,-0.295
118.876,0.227,-0.294
119.084,0.230,-0.297
119.284,0.233,-0.304
119.492,0.237,-0.312
119.700,0.241,-0.318
119.900,0.247,-0.325
120.108,0.255,-0.332
120.308,0.264,-0.337
120.516,0.271,-0.342
120.724,0.274,-0.346
120.924,0.273,-0.348
121.132,0.268,-0.352
121.340,0.263,-0.354
121.540,0.259,-0.355
121.744,0.256,-0.360
121.948,0.258,-0.369
122.148,0.259,-0.380
122.348,0.261,-0.388
122.548,0.264,-0.389
122.748,0.264,-0.387
122.956,0.264,-0.384
123.156,0.262,-0.383
123.364,0.259,-0.389
123.572,0.256,-0.396
123.772,0.254,-0.402
123.980,0.252,-0.407
124.180,0.249,-0.410
124.388,0.244,-0.411
124.596,0.238,-0.409
124.796,0.233,-0.405
125.004,0.227,-0.405
125.212,0.221,-0.408
125.412,0.220,-0.413
125.620,0.239,-0.419
125.828,0.302,-0.423
126.028,0.435,-0.423
126.236,0.690,-0.419
126.436,1.092,-0.416
126.644,1.725,-0.417
126.852,2.641,-0.425
127.052,3.855,-0.440
127.260,5.542,-0.460
127.468,7.742,-0.480
127.668,10.404,-0.499
127.876,13.644,-0.510
128.084,17.191,-0.481
128.292,20.881,-0.339
128.500,24.543,-0.113
128.708,28.065,0.095
128.916,31.427,0.222
129.116,34.527,0.258
129.324,37.639,0.227
129.532,40.660,0.154
129.740,43.622,0.066
129.948,46.548,-0.018
130.156,49.458,-0.084
130.364,52.375,-0.118
130.572,55.314,-0.117
130.780,58.288,-0.081
130.988,61.310,-0.017
131.196,64.382,0.067
131.404,67.499,0.159
131.604,70.531,0.242
131.812,73.713,0.310
132.020,76.913,0.353
132.228,80.117,0.370
132.436,83.313,0.366
132.644,86.492,0.346
132.852,89.646,0.321
133.060,92.776,0.300
133.268,95.882,0.289
133.476,98.972,0.287
133.680,101.930,0.295
133.888,104.878,0.314
134.096,107.935,0.340
134.304,110.986,0.370
134.512,114.034,0.397
134.720,117.079,0.420
134.928,120.124,0.432
135.136,123.169,0.433
135.336,126.097,0.423
135.544,129.141,0.407
135.752,132.183,0.387
135.960,135.219,0.371
136.168,138.250,0.358
136.376,141.271,0.349
136.584,144.280,0.343
136.792,147.277,0.343
137.000,150.263,0.346
137.208,153.243,0.350
137.416,156.212,0.355
137.616,159.056,0.358
137.824,162.002,0.359
138.032,164.941,0.357
138.236,168.048,0.353
138.436,170.869,0.346
138.644,173.798,0.337
138.852,176.726,0.329
139.060,179.650,0.321
139.268,182.568,0.316
139.476,185.480,0.316
139.684,188.387,0.329
139.892,191.289,0.387
140.092,194.073,0.555
140.300,196.962,0.930
140.508,199.833,1.586
140.716,202.662,2.594
140.924,205.405,4.005
141.132,207.999,5.841
141.340,210.383,8.089
141.548,212.513,10.706
141.756,214.364,13.636
141.964,215.910,16.830
142.172,217.109,20.247
142.372,217.877,23.702
142.580,218.210,27.418
142.788,217.996,31.187
142.996,217.195,34.914
143.204,215.805,38.488
143.412,213.876,41.798
143.620,211.523,44.760
143.828,208.914,47.348
144.036,206.229,49.609
144.244,203.614,51.636
144.452,201.158,53.539
144.660,198.889,55.400
144.860,196.860,57.191
145.068,194.860,59.068
145.276,192.919,60.952
145.484,190.995,62.837
145.692,189.049,64.711
145.900,187.046,66.566
146.108,184.961,68.399
146.316,182.771,70.210
146.524,180.459,72.005
146.732,178.028,73.805
146.940,175.503,75.646
147.148,172.923,77.560
147.348,170.428,79.491
147.560,167.853,81.595
147.764,165.323,83.780
147.972,162.856,86.020
148.180,160.461,88.284
148.388,158.144,90.543
148.596,155.908,92.773
148.804,153.743,94.958
149.012,151.641,97.088
149.220,149.590,99.162
149.428,147.576,101.183
149.636,145.590,103.157
149.836,143.696,105.021
150.040,141.807,106.864
150.244,139.841,108.772
150.452,137.868,110.684
150.660,135.881,112.615
150.860,133.955,114.501
151.068,131.942,116.502
151.276,129.920,118.547
151.484,127.890,120.638
151.692,125.854,122.766
151.900,123.812,124.928
152.108,121.766,127.112
152.316,119.719,129.305
152.524,117.676,131.493
152.732,115.637,133.665
152.940,113.604,135.812
153.148,111.579,137.936
153.348,109.641,139.958
153.556,107.635,142.042
153.764,105.639,144.107
153.972,103.649,146.159
154.180,101.704,148.161
154.388,99.817,150.098
154.596,97.980,151.985
154.804,96.180,153.828
155.012,94.410,155.630
155.220,92.676,157.389
155.428,90.992,159.096
155.636,89.370,160.747
155.836,87.875,162.278
156.044,86.390,163.809
156.252,84.974,165.273
156.460,83.623,166.669
156.668,82.334,167.998
156.876,81.108,169.263
157.084,79.939,170.468
157.292,78.824,171.616
157.500,77.756,172.714
157.704,76.767,173.724
157.912,75.779,174.730
158.120,74.827,175.690
158.328,73.914,176.608
158.536,73.040,177.488
158.744,72.209,178.332
158.952,71.425,179.139
159.160,70.684,179.904
159.360,69.963,180.647
159.568,69.221,181.412
159.776,68.615,182.040
159.984,68.309,182.347
160.192,68.337,182.282
160.400,68.716,181.808
160.608,69.410,180.952
160.816,70.332,179.807
161.024,71.288,178.635
161.232,72.313,177.398
161.440,73.505,176.078
161.648,74.674,174.888
161.848,75.759,173.858
162.056,76.845,172.877
162.264,77.900,171.940
162.476,78.955,170.997
162.680,80.034,170.015
162.888,81.146,168.987
163.096,82.287,167.921
163.304,83.444,166.839
163.512,84.604,165.760
163.720,85.756,164.694
163.928,86.896,163.637
164.136,88.027,162.583
164.336,89.111,161.561
164.544,90.238,160.481
164.752,91.362,159.381
164.960,92.485,158.259
165.168,93.605,157.117
165.376,94.717,155.962
165.584,95.773,154.851
165.792,96.691,153.882
166.000,97.521,153.011
166.208,98.108,152.444
166.416,98.581,151.997
166.616,98.937,151.669
166.824,99.212,151.405
167.032,99.401,151.198
167.240,99.521,151.033
167.448,99.587,150.903
167.656,99.620,150.805
167.864,99.639,150.736
168.072,99.654,150.694
168.280,99.662,150.685
168.488,99.655,150.711
168.696,99.643,150.739
168.904,99.630,150.757
169.104,99.612,150.762
169.312,99.589,150.754
169.520,99.569,150.740
169.728,99.557,150.725
169.936,99.553,150.709
170.144,99.556,150.692
170.352,99.567,150.671
170.560,99.583,150.646
170.768,99.602,150.615
170.976,99.621,150.583
171.184,99.637,150.547
171.392,99.651,150.510
171.592,99.664,150.479
171.800,99.677,150.453
172.008,99.687,150.433
172.216,99.696,150.421
172.424,99.703,150.419
172.632,99.704,150.429
172.840,99.695,150.447
173.048,99.679,150.467
173.256,99.658,150.489
173.464,99.633,150.508
173.672,99.608,150.526
173.872,99.586,150.543
174.080,99.568,150.563
174.288,99.555,150.584
174.496,99.543,150.604
174.704,99.529,150.620
174.912,99.515,150.633
175.120,99.503,150.642
175.328,99.496,150.649
175.536,99.500,150.652
175.744,99.513,150.650
175.952,99.530,150.640
176.160,99.548,150.623
176.360,99.562,150.604
176.568,99.574,150.584
176.776,99.584,150.565
176.984,99.592,150.548
177.192,99.600,150.533
177.400,99.607,150.521
177.608,99.615,150.517
177.816,99.623,150.518
178.024,99.625,150.523
178.232,99.619,150.530
178.440,99.610,150.538
178.648,99.599,150.547
178.848,99.586,150.557
179.056,99.571,150.571
179.264,99.558,150.588
179.472,99.546,150.606
179.680,99.537,150.625
179.888,99.532,150.644
180.096,99.527,150.660
180.304,99.522,150.671
180.512,99.521,150.679
180.720,99.523,150.685
180.928,99.528,150.688
181.136,99.535,150.686
181.336,99.541,150.682
181.544,99.544,150.674
181.752,99.546,150.665
181.960,99.549,150.656
182.168,99.552,150.647
182.376,99.555,150.639
182.584,99.559,150.630
182.792,99.564,150.619
183.000,99.568,150.609
183.208,99.573,150.598
183.416,99.579,150.589
183.616,99.585,150.581
183.824,99.591,150.577
184.032,99.596,150.578
184.240,99.597,150.582
184.448,99.595,150.583
184.656,99.590,150.587
184.864,99.581,150.593
185.072,99.571,150.603
185.280,99.563,150.615
185.488,99.558,150.628
185.696,99.554,150.642
185.904,99.548,150.653
186.104,99.540,150.663
186.312,99.530,150.672
186.520,99.521,150.681
186.728,99.519,150.691
186.936,99.521,150.698
187.144,99.522,150.702
187.352,99.522,150.703
187.560,99.523,150.704
187.768,99.526,150.706
187.976,99.529,150.706
188.184,99.532,150.702
188.392,99.532,150.700
188.592,99.531,150.698
188.800,99.530,150.694
189.008,99.529,150.689
189.216,99.533,150.683
189.420,99.539,150.677
189.620,99.547,150.672
189.828,99.552,150.667
190.036,99.553,150.660
190.244,99.549,150.649
190.452,99.542,150.638
190.660,99.538,150.626
190.860,99.536,150.616
191.068,99.538,150.609
191.276,99.547,150.606
191.488,99.560,150.602
191.692,99.571,150.600
191.900,99.581,150.598
192.108,99.581,150.596
192.316,99.575,150.595
192.524,99.567,150.592
192.732,99.560,150.590
192.940,99.559,150.591
193.148,99.564,150.598
193.348,99.571,150.609
193.556,99.579,150.622
193.764,99.585,150.632
193.972,99.588,150.638
194.180,99.585,150.640
194.388,99.580,150.638
194.596,99.570,150.636
194.804,99.561,150.636
195.012,99.555,150.636
195.220,99.549,150.640
195.428,99.543,150.645
195.636,99.537,150.653
195.836,99.530,150.661
196.044,99.524,150.663
196.252,99.520,150.662
196.460,99.517,150.659
196.668,99.515,150.653
196.876,99.512,150.649
197.084,99.511,150.649
197.292,99.513,150.650
197.500,99.519,150.652
197.708,99.525,150.652
197.916,99.529,150.651
198.116,99.533,150.650
198.324,99.538,150.647
198.532,99.543,150.641
198.740,99.544,150.635
198.948,99.546,150.628
199.156,99.550,150.621
199.364,99.555,150.615
199.572,99.564,150.611
199.780,99.572,150.613
199.988,99.577,150.616
200.196,99.579,150.621
200.404,99.574,150.627
200.604,99.564,150.630
200.812,99.552,150.632
201.020,99.537,150.633
201.228,99.523,150.636
201.436,99.514,150.645
201.644,99.510,150.660
201.852,99.510,150.675
202.060,99.514,150.687
202.268,99.515,150.696
202.476,99.511,150.701
202.684,99.501,150.702
202.892,99.488,150.700
203.092,99.478,150.698
203.300,99.472,150.699
203.508,99.471,150.703
203.716,99.473,150.708
203.928,99.480,150.712
204.132,99.490,150.712
204.340,99.499,150.707
204.548,99.502,150.698
204.756,99.506,150.689
204.964,99.513,150.681
205.172,99.522,150.676
205.372,99.530,150.669
205.580,99.536,150.662
205.788,99.541,150.656
205.996,99.545,150.650
206.204,99.547,150.645
206.412,99.548,150.639
206.620,99.549,150.632
206.828,99.554,150.623
207.036,99.559,150.617
207.244,99.562,150.615
207.452,99.563,150.615
207.660,99.559,150.618
207.860,99.551,150.618
208.068,99.544,150.618
208.276,99.538,150.617
208.484,99.535,150.616
208.692,99.534,150.617
208.900,99.532,150.619
209.108,99.532,150.620
209.316,99.531,150.622
209.524,99.532,150.624
209.732,99.534,150.626
209.940,99.536,150.627
210.148,99.539,150.626
210.348,99.542,150.625
210.556,99.545,150.622
210.764,99.547,150.620
210.972,99.548,150.620
211.180,99.547,150.622
211.388,99.546,150.623
211.596,99.548,150.621
